Parameters:
     Ampl. 1=    22966.16
    Lifet. 1=       3.036
     Backgr.=      238.93
     Backgr.=           0
       Shift=           0

X²: 1.373
tau_amp: 3.04 ns; tau_int: 3.04 ns



Time[ns]	         IRF	       Decay	         Fit	  Resids.
  8.2400	           0	        6767	      6825.9	  -0.7160
  8.2560	           0	        6791	      6791.3	  -0.0034
  8.2720	           0	        6712	      6756.8	  -0.5474
  8.2880	           0	        6721	      6722.6	  -0.0193
  8.3040	           0	        6826	      6688.5	   1.6642
  8.3200	           0	        6763	      6654.6	   1.3180
  8.3360	           0	        6555	      6620.9	  -0.8138
  8.3520	           0	        6683	      6587.3	   1.1701
  8.3680	           0	        6596	      6554.0	   0.5174
  8.3840	           0	        6479	      6520.8	  -0.5192
  8.4000	           0	        6414	      6487.8	  -0.9212
  8.4160	           0	        6453	      6454.9	  -0.0240
  8.4320	           0	        6368	      6422.3	  -0.6799
  8.4480	           0	        6224	      6389.8	  -2.1011
  8.4640	           0	        6307	      6357.4	  -0.6350
  8.4800	           0	        6376	      6325.3	   0.6353
  8.4960	           0	        6325	      6293.3	   0.3988
  8.5120	           0	        6215	      6261.5	  -0.5894
  8.5280	           0	        6187	      6229.8	  -0.5443
  8.5440	           0	        6140	      6198.3	  -0.7443
  8.5600	           0	        6192	      6167.0	   0.3177
  8.5760	           0	        6051	      6135.8	  -1.0907
  8.5920	           0	        5842	      6104.9	  -3.4390
  8.6080	           0	        6055	      6074.0	  -0.2444
  8.6240	           0	        5894	      6043.4	  -1.9454
  8.6400	           0	        6064	      6012.8	   0.6569
  8.6560	           0	        5943	      5982.5	  -0.5123
  8.6720	           0	        5908	      5952.3	  -0.5765
  8.6880	           0	        5639	      5922.3	  -3.7724
  8.7040	           0	        6114	      5892.4	   2.8339
  8.7200	           0	        5667	      5862.7	  -2.5996
  8.7360	           0	        5735	      5833.1	  -1.2959
  8.7520	           0	        5759	      5803.7	  -0.5895
  8.7680	           0	        5647	      5774.5	  -1.6965
  8.7840	           0	        5682	      5745.4	  -0.8410
  8.8000	           0	        5644	      5716.5	  -0.9644
  8.8160	           0	        5680	      5687.7	  -0.1017
  8.8320	           0	        5605	      5659.0	  -0.7216
  8.8480	           0	        5603	      5630.5	  -0.3679
  8.8640	           0	        5585	      5602.2	  -0.2302
  8.8800	           0	        5639	      5574.0	   0.8654
  8.8960	           0	        5465	      5546.0	  -1.0953
  8.9120	           0	        5551	      5518.1	   0.4419
  8.9280	           0	        5475	      5490.3	  -0.2072
  8.9440	           0	        5393	      5462.7	  -0.9495
  8.9600	           0	        5381	      5435.3	  -0.7399
  8.9760	           0	        5414	      5408.0	   0.0820
  8.9920	           0	        5278	      5380.8	  -1.4150
  9.0080	           0	        5454	      5353.8	   1.3572
  9.0240	           0	        5232	      5326.9	  -1.3118
  9.0400	           0	        5279	      5300.1	  -0.2910
  9.0560	           0	        5208	      5273.5	  -0.9083
  9.0720	           0	        5201	      5247.1	  -0.6390
  9.0880	           0	        5304	      5220.8	   1.1429
  9.1040	           0	        5152	      5194.6	  -0.5932
  9.1200	           0	        5135	      5168.5	  -0.4679
  9.1360	           0	        5130	      5142.6	  -0.1762
  9.1520	           0	        5105	      5116.8	  -0.1658
