Parameters:
     Ampl. 1=      510.32
    Lifet. 1=        2.73
     Backgr.=       16.21
     Backgr.=           0
       Shift=           0

X²: 1.212
tau_amp: 2.73 ns; tau_int: 2.73 ns



Time[ns]	         IRF	       Decay	         Fit	  Resids.
  8.0960	           0	         135	       117.4	   1.5010
  8.1120	           0	         109	       116.8	  -0.7441
  8.1280	           0	         110	       116.3	  -0.5907
  8.1440	           0	         118	       115.7	   0.2130
  8.1600	           0	         116	       115.1	   0.0842
  8.1760	           0	         119	       114.5	   0.4084
  8.1920	           0	         116	       113.9	   0.1902
  8.2080	           0	         144	       113.4	   2.5356
  8.2240	           0	          86	       112.8	  -2.8563
  8.2400	           0	         115	       112.2	   0.2561
  8.2560	           0	         124	       111.7	   1.0985
  8.2720	           0	          98	       111.1	  -1.3111
  8.2880	           0	         125	       110.6	   1.2817
  8.3040	           0	         118	       110.0	   0.7299
  8.3200	           0	         108	       109.5	  -0.1389
  8.3360	           0	         110	       108.9	   0.1028
  8.3520	           0	         110	       108.4	   0.1540
  8.3680	           0	         103	       107.8	  -0.4715
  8.3840	           0	         100	       107.3	  -0.7224
  8.4000	           0	         113	       106.8	   0.5815
  8.4160	           0	         111	       106.2	   0.4483
  8.4320	           0	         122	       105.7	   1.4629
  8.4480	           0	          95	       105.2	  -1.0342
  8.4640	           0	          95	       104.7	  -0.9814
  8.4800	           0	         101	       104.1	  -0.3102
  8.4960	           0	          98	       103.6	  -0.5635
  8.5120	           0	          80	       103.1	  -2.5537
  8.5280	           0	          87	       102.6	  -1.6553
  8.5440	           0	         111	       102.1	   0.8362
  8.5600	           0	          95	       101.6	  -0.6710
  8.5760	           0	         111	       101.1	   0.9304
  8.5920	           0	         105	       100.6	   0.4240
  8.6080	           0	          98	       100.1	  -0.2120
  8.6240	           0	         101	        99.6	   0.1350
  8.6400	           0	          99	        99.1	  -0.0142
  8.6560	           0	          96	        98.7	  -0.2685
  8.6720	           0	          93	        98.2	  -0.5310
  8.6880	           0	          95	        97.7	  -0.2738
  8.7040	           0	         110	        97.2	   1.2075
  8.7200	           0	          72	        96.7	  -2.8769
  8.7360	           0	          97	        96.3	   0.0727
  8.7520	           0	          84	        95.8	  -1.2733
  8.7680	           0	         100	        95.3	   0.4610
  8.7840	           0	          98	        94.9	   0.3119
  8.8000	           0	          92	        94.4	  -0.2498
  8.8160	           0	         101	        94.0	   0.6932
  8.8320	           0	         106	        93.5	   1.2019
  8.8480	           0	          94	        93.1	   0.0961
  8.8640	           0	         100	        92.6	   0.7318
  8.8800	           0	         103	        92.2	   1.0576
  8.8960	           0	          90	        91.7	  -0.1792
  8.9120	           0	          95	        91.3	   0.3780
  8.9280	           0	         107	        90.8	   1.5480
  8.9440	           0	          85	        90.4	  -0.5793
  8.9600	           0	          97	        90.0	   0.7066
  8.9760	           0	         103	        89.5	   1.3137
  8.9920	           0	         101	        89.1	   1.1716
  9.0080	           0	          84	        88.7	  -0.5050
  9.0240	           0	          87	        88.3	  -0.1336
  9.0400	           0	          87	        87.8	  -0.0889
  9.0560	           0	          95	        87.4	   0.7696
  9.0720	           0	          88	        87.0	   0.1050
  9.0880	           0	         106	        86.6	   1.8677
  9.1040	           0	          91	        86.2	   0.4999
  9.1200	           0	          95	        85.8	   0.9371
  9.1360	           0	          65	        85.4	  -2.4879
  9.1520	           0	          93	        85.0	   0.8249
  9.1680	           0	          81	        84.6	  -0.3905
  9.1840	           0	          84	        84.2	  -0.0171
  9.2000	           0	          88	        83.8	   0.4468
  9.2160	           0	          78	        83.4	  -0.6000
  9.2320	           0	          98	        83.0	   1.5026
  9.2480	           0	          96	        82.6	   1.3553
  9.2640	           0	          87	        82.2	   0.5092
  9.2800	           0	          97	        81.8	   1.5266
  9.2960	           0	          83	        81.4	   0.1706
  9.3120	           0	          91	        81.0	   1.0321
  9.3280	           0	          91	        80.7	   1.0714
  9.3440	           0	          88	        80.3	   0.8127
  9.3600	           0	          81	        79.9	   0.1190
  9.3760	           0	          79	        79.5	  -0.0604
  9.3920	           0	          67	        79.2	  -1.4654
  9.4080	           0	          74	        78.8	  -0.5512
  9.4240	           0	          57	        78.4	  -2.7913
  9.4400	           0	          91	        78.1	   1.3401
  9.4560	           0	          68	        77.7	  -1.1611
  9.4720	           0	          80	        77.4	   0.2921
  9.4880	           0	          87	        77.0	   1.0602
  9.5040	           0	          88	        76.6	   1.1972
  9.5200	           0	          78	        76.3	   0.1913
  9.5360	           0	          82	        75.9	   0.6614
  9.5520	           0	          66	        75.6	  -1.1629
  9.5680	           0	          74	        75.2	  -0.1425
  9.5840	           0	          89	        74.9	   1.4784
  9.6000	           0	          85	        74.6	   1.1199
  9.6160	           0	          81	        74.2	   0.7450
  9.6320	           0	          72	        73.9	  -0.2179
  9.6480	           0	          58	        73.5	  -2.0059
  9.6640	           0	          72	        73.2	  -0.1398
  9.6800	           0	          79	        72.9	   0.6812
  9.6960	           0	          92	        72.5	   2.0074
  9.7120	           0	          66	        72.2	  -0.7530
  9.7280	           0	          70	        71.9	  -0.2218
  9.7440	           0	          81	        71.6	   1.0366
  9.7600	           0	          88	        71.2	   1.7674
  9.7760	           0	          69	        70.9	  -0.2269
  9.7920	           0	          73	        70.6	   0.2781
  9.8080	           0	          75	        70.3	   0.5386
  9.8240	           0	          64	        70.0	  -0.7334
  9.8400	           0	          67	        69.6	  -0.3183
  9.8560	           0	          87	        69.3	   1.8728
  9.8720	           0	          68	        69.0	  -0.1221
  9.8880	           0	          73	        68.7	   0.4951
  9.9040	           0	          70	        68.4	   0.1879
  9.9200	           0	          70	        68.1	   0.2238
