f	m	t	
	-5.05109E-05	0.127495	
			
			
X in nm	Y Signal 	f	y-f
637.52	0.09618	0.095293291	0.000886709
637.56	0.10362	0.095291271	0.008328729
637.6	0.09629	0.09528925	0.00100075
637.64	0.10092	0.09528723	0.00563277
637.68	0.10097	0.095285209	0.005684791
637.72	0.09511	0.095283189	-0.000173189
637.76	0.10173	0.095281168	0.006448832
637.8	0.09975	0.095279148	0.004470852
637.84	0.09893	0.095277128	0.003652872
637.88	0.1029	0.095275107	0.007624893
637.92	0.1056	0.095273087	0.010326913
637.96	0.09807	0.095271066	0.002798934
638	0.09832	0.095269046	0.003050954
638.04	0.09511	0.095267025	-0.000157025
638.08	0.09914	0.095265005	0.003874995
638.12	0.10367	0.095262984	0.008407016
638.16	0.10341	0.095260964	0.008149036
638.2	0.10199	0.095258944	0.006731056
638.24	0.10825	0.095256923	0.012993077
638.28	0.1082	0.095254903	0.012945097
638.32	0.10565	0.095252882	0.010397118
638.36	0.11202	0.095250862	0.016769138
638.4	0.10723	0.095248841	0.011981159
638.44	0.10647	0.095246821	0.011223179
638.48	0.10545	0.095244801	0.010205199
638.52	0.11248	0.09524278	0.01723722
638.56	0.11217	0.09524076	0.01692924
638.6	0.11502	0.095238739	0.019781261
638.64	0.11329	0.095236719	0.018053281
638.68	0.11217	0.095234698	0.016935302
638.72	0.12052	0.095232678	0.025287322
638.76	0.11482	0.095230658	0.019589342
638.8	0.1168	0.095228637	0.021571363
638.84	0.12607	0.095226617	0.030843383
638.88	0.12643	0.095224596	0.031205404
638.92	0.11813	0.095222576	0.022907424
638.96	0.12429	0.095220555	0.029069445
639	0.13121	0.095218535	0.035991465
639.04	0.13371	0.095216514	0.038493486
639.08	0.13513	0.095214494	0.039915506
639.12	0.13671	0.095212474	0.041497526
639.16	0.13666	0.095210453	0.041449547
639.2	0.12826	0.095208433	0.033051567
639.24	0.1387	0.095206412	0.043493588
639.28	0.14343	0.095204392	0.048225608
639.32	0.14608	0.095202371	0.050877629
639.36	0.15092	0.095200351	0.055719649
639.4	0.14623	0.095198331	0.051031669
639.44	0.14903	0.09519631	0.05383369
639.48	0.14893	0.09519429	0.05373571
639.52	0.14969	0.095192269	0.054497731
639.56	0.15748	0.095190249	0.062289751
639.6	0.15086	0.095188228	0.055671772
639.64	0.1614	0.095186208	0.066213792
639.68	0.16028	0.095184187	0.065095813
639.72	0.15799	0.095182167	0.062807833
639.76	0.15835	0.095180147	0.063169853
639.8	0.1641	0.095178126	0.068921874
639.84	0.17413	0.095176106	0.078953894
639.88	0.17245	0.095174085	0.077275915
639.92	0.17729	0.095172065	0.082117935
639.96	0.17546	0.095170044	0.080289956
