06_09_2021_19_56_49_Richter_shinriki-bifurcation___.dat
06.09.2021
19:56
Richter
N*R(OHM) 16*Y_cutdata(V) 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
54000,0000000000 0,7335447496 0,7340587189 0,7337527047 0,7341029212 0,7330051234 0,7339139289 0,7335485604 0,7346690870 0,7341897486 0,7341799969 0,7578409710 0,7578218676 0,7567487489 0,7575019248 0,7565599495 0,7572805631
55000,0000000000 0,7082838349 0,7098273888 0,7084775817 0,7094347861 0,7087118891 0,7096929644 0,7089879912 0,7098972191 0,7092125535 0,7335447496 0,7340587189 0,7337527047 0,7341029212 0,7330051234 0,7339139289 0,7335485604
56000,0000000000 0,6884730514 0,6875840750 0,6882223334 0,6869018654 0,6887983742 0,6872769028 0,6892372255 0,6876846723 0,6887361566 0,6874097631 0,7082838349 0,7098273888 0,7084775817 0,7094347861 0,7087118891 0,7096929644
57000,0000000000 0,6680647093 0,6693453592 0,6686114754 0,6701090247 0,6691435822 0,6691752992 0,6692811026 0,6698276091 0,6692208617 0,6884730514 0,6875840750 0,6882223334 0,6869018654 0,6887983742 0,6872769028 0,6892372255
58000,0000000000 0,6457514065 0,6481043352 0,6462106919 0,6487225036 0,6467046971 0,6485175682 0,6466034941 0,6494185120 0,6464010391 0,6680647093 0,6693453592 0,6686114754 0,6701090247 0,6691435822 0,6691752992 0,6692811026
59000,0000000000 0,5536327259 0,7214737705 0,5537417733 0,7224985671 0,5536396302 0,7222308083 0,5535175598 0,7227039856 0,5537607104 0,6457514065 0,6481043352 0,6462106919 0,6487225036 0,6467046971 0,6485175682 0,6466034941
60000,0000000000 0,8432255689 0,4403363265 0,8441903221 0,4410652942 0,8447810577 0,4408864931 0,8448330642 0,4419805782 0,8439193993 0,5536327259 0,7214737705 0,5537417733 0,7224985671 0,5536396302 0,7222308083 0,5535175598
61000,0000000000 0,8977585611 0,3959942745 0,8970880904 0,3961979404 0,8983466360 0,3968667738 0,8969604211 0,3965000709 0,8958753074 0,3964532534 0,8432255689 0,4403363265 0,8441903221 0,4410652942 0,8447810577 0,4408864931
62000,0000000000 0,3571546790 0,9385557828 0,3571825479 0,9384338439 0,3590270689 0,9361639059 0,3584167982 0,9349393595 0,3573367467 0,9367485969 0,8977585611 0,3959942745 0,8970880904 0,3961979404 0,8983466360 0,3968667738
63000,0000000000 0,3260592121 0,9710614375 0,3264969182 0,9718268748 0,3268380794 0,9704813922 0,3266246482 0,9695993618 0,3255531087 0,3571546790 0,9385557828 0,3571825479 0,9384338439 0,3590270689 0,9361639059 0,3584167982
64000,0000000000 1,0042933157 0,2954316320 1,0067721790 0,2968947364 1,0034790847 0,2950434441 1,0043585496 0,2951944780 1,0040793153 0,3260592121 0,9710614375 0,3264969182 0,9718268748 0,3268380794 0,9704813922 0,3266246482
65000,0000000000 1,0367793106 0,2696563532 1,0338321622 0,2679369042 1,0351268976 0,2677789827 1,0351457071 0,2677664836 1,0340216965 1,0042933157 0,2954316320 1,0067721790 0,2968947364 1,0034790847 0,2950434441 1,0043585496
66000,0000000000 0,2190739009 1,1148861474 0,2813496678 0,9900655721 0,2180094403 1,1140975409 0,2796996721 0,9914408733 0,2173607505 1,0367793106 0,2696563532 1,0338321622 0,2679369042 1,0351268976 0,2677789827 1,0351457071
67000,0000000000 1,1818404509 0,3096102550 0,9123223425 0,1782919305 1,1774932984 0,3035679984 0,9227723507 0,1754272848 1,1813639760 0,2190739009 1,1148861474 0,2813496678 0,9900655721 0,2180094403 1,1140975409 0,2796996721
68000,0000000000 0,1670887307 1,1870623747 0,2839228348 0,9421727823 0,1411579522 1,2376427201 0,3532767911 0,8027226609 0,1850666875 1,1818404509 0,3096102550 0,9123223425 0,1782919305 1,1774932984 0,3035679984 0,9227723507
69000,0000000000 0,1110881694 1,2906160812 0,4141044693 0,6679785110 0,2746293681 0,9440297914 0,1088773600 1,2917872677 0,4130957690 0,1670887307 1,1870623747 0,2839228348 0,9421727823 0,1411579522 1,2376427201 0,3532767911
70000,0000000000 0,5306363587 0,4275877096 0,6075612129 0,3120025031 0,8396359580 0,0914842350 1,3134933102 0,4193778197 0,6241954572 0,1110881694 1,2906160812 0,4141044693 0,6679785110 0,2746293681 0,9440297914 0,1088773600
71000,0000000000 1,4078171156 0,6122601623 0,2802099957 0,8923722345 0,0439790221 1,4004257218 0,5940002741 0,3054629217 0,8368836265 0,5306363587 0,4275877096 0,6075612129 0,3120025031 0,8396359580 0,0914842350 1,3134933102
72000,0000000000 0,0217171050 1,4397595546 0,6766282921 0,1714543720 1,1189471662 0,0852499973 1,3074103313 0,3577588149 0,7057769333 1,4078171156 0,6122601623 0,2802099957 0,8923722345 0,0439790221 1,4004257218 0,5940002741
72000,0000000000 0,5210247034 0,3927787717 0,6324286660 0,2221345617 1,0032649408 0,0137033288 1,4533070742 0,7155820399 0,1291676820 0,0217171050 1,4397595546 0,6766282921 0,1714543720 1,1189471662 0,0852499973 1,3074103313
73000,0000000000 1,4698696494 0,7453924515 0,0713760785 1,3294379952 0,3784812071 0,6403637198 0,1857616599 1,0720945812 0,0182479844 0,5210247034 0,3927787717 0,6324286660 0,2221345617 1,0032649408 0,0137033288 1,4533070742
74000,0000000000 0,9176645265 -0,0513390107 1,5582058046 1,0133140969 -0,0396854461 1,5369691130 0,9403908353 -0,0527412521 1,5617914707 1,4698696494 0,7453924515 0,0713760785 1,3294379952 0,3784812071 0,6403637198 0,1857616599
75000,0000000000 0,2298976580 0,9368241395 -0,0883512053 1,6157768267 1,1985137940 0,0915318467 1,2636918827 0,1956666149 1,0215701314 -0,0725176665 0,9176645265 -0,0513390107 1,5582058046 1,0133140969 -0,0396854461 1,5369691130
76000,0000000000 -0,0719809522 1,5819312014 1,0602493978 -0,0935275346 1,6174759453 1,1885532004 0,0375744929 1,3706712298 0,3929815484 0,5355189918 0,2298976580 0,9368241395 -0,0883512053 1,6157768267 1,1985137940 0,0915318467
77000,0000000000 0,2336284647 0,8928063788 -0,1524458429 1,7028589486 1,4796133045 0,6936640036 -0,0032256084 1,4498847396 0,5982429915 -0,0719809522 1,5819312014 1,0602493978 -0,0935275346 1,6174759453 1,1885532004 0,0375744929
78000,0000000000 1,4376190959 0,5379325490 0,1978964528 0,9643760410 -0,1923481661 1,7540593339 1,6256265544 1,1941414780 -0,0066500762 1,4504137993 0,2336284647 0,8928063788 -0,1524458429 1,7028589486 1,4796133045 0,6936640036
79000,0000000000 1,5295249865 0,8229856693 -0,1842893155 1,7418045788 1,5866930002 1,0334175858 -0,1982207918 1,7589928985 1,6336669084 1,4376190959 0,5379325490 0,1978964528 0,9643760410 -0,1923481661 1,7540593339 1,6256265544
80000,0000000000 -0,2565766715 1,8286878232 1,7892372437 1,7074748712 1,4690890312 0,5955717826 0,0456394104 1,3179524152 0,1685829539 1,0096520011 1,5295249865 0,8229856693 -0,1842893155 1,7418045788 1,5866930002 1,0334175858
81000,0000000000 1,3225041614 0,1626566706 1,0156426252 -0,2628702362 1,8325672745 1,7945717755 1,7171802819 1,4963195627 0,6770761906 -0,2565766715 1,8286878232 1,7892372437 1,7074748712 1,4690890312 0,5955717826 0,0456394104
82000,0000000000 1,6604897340 1,2834373650 0,0567469343 1,2777529208 0,0366027130 1,3253655335 0,1452179120 1,0502050480 -0,2731625633 1,3225041614 0,1626566706 1,0156426252 -0,2628702362 1,8325672745 1,7945717755 1,7171802819
83000,0000000000 -0,3016878573 1,8275475003 1,7826699976 1,6802294563 1,3496240768 0,1872967592 0,9239273853 -0,3376417099 1,7623959258 1,6604897340 1,2834373650 0,0567469343 1,2777529208 0,0366027130 1,3253655335 0,1452179120
84000,0000000000 0,8515156448 -0,3506254730 1,7345303138 1,5354565931 0,7661402798 -0,2825704538 1,8404072913 1,8027341288 1,7261866677 -0,3016878573 1,8275475003 1,7826699976 1,6802294563 1,3496240768 0,1872967592 0,9239273853
85000,0000000000 -0,3079255338 1,8225336031 1,7669034520 1,6296674002 1,1250832773 -0,2896433039 1,8387538217 1,7988366237 1,7138462747 1,4567302993 0,8515156448 -0,3506254730 1,7345303138 1,5354565931 0,7661402798 -0,2825704538
86000,0000000000 -0,1156080663 1,6253073627 1,0897264419 -0,3615997995 1,7107315173 1,4373668189 0,3760145518 0,3665624065 0,3891031405 -0,3079255338 1,8225336031 1,7669034520 1,6296674002 1,1250832773 -0,2896433039 1,8387538217
87000,0000000000 0,9464185450 -0,4581465493 1,2656019131 1,2278253006 -0,1873406869 1,7352239124 1,5165421252 0,6366465277 -0,2019955548 1,7558382249 -0,1156080663 1,6253073627 1,0897264419 -0,3615997995 1,7107315173 1,4373668189
88000,0000000000 0,1268942880 1,0300717296 -0,4718488388 1,1779103411 1,1453412090 -0,3513371354 1,7431178162 1,5386315665 0,7082666672 0,9464185450 -0,4581465493 1,2656019131 1,2278253006 -0,1873406869 1,7352239124 1,5165421252
89000,0000000000 1,0629502058 -0,4688075631 1,1936978546 1,1553952048 -0,3665056376 1,7036636942 1,3865459004 0,1490391552 0,9559239850 0,1268942880 1,0300717296 -0,4718488388 1,1779103411 1,1453412090 -0,3513371354 1,7431178162
90000,0000000000 0,7377027779 -0,4374842108 1,3704065860 1,3562149166 0,0330946377 1,2762646131 -0,1804134409 1,7220577799 1,4484533005 1,0629502058 -0,4688075631 1,1936978546 1,1553952048 -0,3665056376 1,7036636942 1,3865459004
91000,0000000000 1,4989518230 0,4912982798 -0,0243892423 1,4194076114 0,1987240620 0,7811521445 -0,5174354058 0,7283586352 1,1187250443 -0,4764785679 0,7377027779 -0,4374842108 1,3704065860 1,3562149166 0,0330946377 1,2762646131
92000,0000000000 1,8132370281 1,7274202956 1,4519595881 0,2861312602 0,4955948975 -0,0740493120 1,5297799994 0,5863812146 -0,2706098309 1,4989518230 0,4912982798 -0,0243892423 1,4194076114 0,1987240620 0,7811521445 -0,5174354058
93000,0000000000 -0,1159578060 1,6127085972 0,9318014708 -0,6832625789 -1,8689761159 -1,9355086615 -1,9534347733 -1,8732471719 -1,9441182233 1,8132370281 1,7274202956 1,4519595881 0,2861312602 0,4955948975 -0,0740493120 1,5297799994
94000,0000000000 0,0439285082 1,2157777100 -0,4401805674 1,3020536517 1,2653997909 -0,3397904548 1,7644990738 1,5759321577 0,7449351025 -0,1159578060 1,6127085972 0,9318014708 -0,6832625789 -1,8689761159 -1,9355086615 -1,9534347733
95000,0000000000 1,0544955754 -0,6164225572 -1,8360779820 -1,8892689688 -1,9565487399 -1,8745816889 -1,9453273903 -1,9400954874 0,0439285082 1,2157777100 -0,4401805674 1,3020536517 1,2653997909 -0,3397904548 1,7644990738 1,5759321577
95000,0000000000 -1,8312225567 -1,8851585985 -1,9559930001 -1,8825151797 -1,9551821983 -1,8896870746 -1,9622307152 -1,8130568763 -1,8568519168 1,0544955754 -0,6164225572 -1,8360779820 -1,8892689688 -1,9565487399 -1,8745816889 -1,9453273903
96000,0000000000 1,2987596896 -0,3108878719 1,8135200846 1,7165753608 1,3740571957 -0,0911522625 1,5556194178 0,6149609011 -0,4521883452 -1,8312225567 -1,8851585985 -1,9559930001 -1,8825151797 -1,9551821983 -1,8896870746 -1,9622307152
97000,0000000000 -0,7851457747 -1,9318094673 -1,9719650805 -0,5494560703 -1,9174837961 -1,9785549279 0,5781647743 0,9259206282 -0,7346386370 -1,9164888648 1,2987596896 -0,3108878719 1,8135200846 1,7165753608 1,3740571957 -0,0911522625
98000,0000000000 0,6651953955 0,7811154410 -0,6889818619 -1,8971034150 -1,9660434436 -1,8099207467 -1,8495239086 -1,9088637107 -1,9771402621 -0,7851457747 -1,9318094673 -1,9719650805 -0,5494560703 -1,9174837961 -1,9785549279 0,5781647743
99000,0000000000 0,8261817282 -0,8355698642 -1,9459385763 -1,9559801978 -1,9162630508 -1,9812936540 0,6325991262 0,8256456944 -0,7549363497 0,6651953955 0,7811154410 -0,6889818619 -1,8971034150 -1,9660434436 -1,8099207467 -1,8495239086
100000,0000000000 -1,8399002936 -1,8935858390 -1,9663433077 -1,8381821246 -1,8914031878 -1,9645016808 -1,8686691417 -1,9355861460 -1,9780850874 0,8261817282 -0,8355698642 -1,9459385763 -1,9559801978 -1,9162630508 -1,9812936540 0,6325991262
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
