Lenght	Intensity	Error
8.1204040156	1.2792443037	0.0053461669
8.1206670156	1.2865942717	0.109705016
8.1209375156	1.2958889008	0.3155216575
8.1212090156	1.2978464365	0.4741132557
8.1214765156	1.2981332541	0.4787509143
8.1217465156	1.2895091772	0.325074017
8.1220145156	1.2922292948	0.1154094115
8.1222840156	1.2839862108	0.00610644
8.1225580156	1.2843180895	0.0629048795
8.1228285156	1.2932184935	0.2555990517
8.1231055156	1.2921470404	0.4428886175
8.1233900156	1.2989587784	0.4978604913
8.1236730156	1.2985211611	0.3764979243
8.1239620156	1.2895720005	0.1777946353
8.1242420156	1.2880729437	0.0193042811
8.1245170156	1.2876214981	0.0329211131
8.1247940156	1.2886379957	0.1952031404
8.1250755156	1.2834547758	0.4045340121
8.1253580156	1.2694950104	0.4994611442
8.1256285156	1.2843353748	0.4268109202
8.1259135156	1.2861373425	0.2282690853
8.1262105156	1.2936726809	0.0504719801
8.1264945156	1.2897012234	0.0108448705
8.1267670156	1.2883952856	0.1398341805
8.1270585156	1.2898753881	0.3500294387
8.1273545156	1.288967371	0.4907498658
8.1276475156	1.2820360661	0.463557899
8.1279305156	1.2789365053	0.2907374501
8.1282050156	1.2749248743	0.0896723419
8.1284770156	1.2784039974	0.003191652
8.1287510156	1.2743017673	0.090755783
8.1290250156	1.2758613825	0.2915168703
8.1293020156	1.2835189104	0.4653461576
8.1295810156	1.28678298	0.4898607433
8.1298660156	1.2770860195	0.3500823081
8.1301485156	1.2931250334	0.1453172266
8.1304335156	1.2888133526	0.0106271747
8.1307175156	1.2945891619	0.0455363132
8.1310000156	1.2863975763	0.2295478433
8.1312780156	1.2928360701	0.4211581051
8.1315510156	1.2854758501	0.5013371706
8.1318230156	1.2959563732	0.4039815664
8.1320930156	1.2850632668	0.2016163021
8.1323630156	1.2858048677	0.0328411087
8.1326350156	1.2905575037	0.0197172742
8.1329110156	1.2823113203	0.1709328443
8.1331830156	1.2823925018	0.3771313131
8.1334565156	1.2769463062	0.4988305271
8.1337370156	1.2805222273	0.4467089474
8.1340185156	1.2795680761	0.260853231
8.1342995156	1.2764655352	0.0698009506
8.1345820156	1.2751070261	0.0056950636
8.1348670156	1.2727326155	0.1128693447
8.1351480156	1.2761265039	0.3223077655
8.1354290156	1.2775868177	0.4789206982
8.1357040156	1.2830945253	0.4800305665
8.1359785156	1.2876756191	0.3207508028
8.1362570156	1.2828111649	0.1180331707
8.1365360156	1.29238832	0.0035550988
8.1368190156	1.2911400795	0.0664695203
8.1371000156	1.2935955524	0.2610755563
8.1373845156	1.2870550156	0.4485681355
8.1376665156	1.2812041044	0.4967102706
8.1379500156	1.280000329	0.3777008057
8.1382325156	1.279086113	0.1712869257
8.1385210156	1.2749646902	0.0193457864
8.1388090156	1.2741979361	0.0333564654
8.1390990156	1.2765606642	0.1951857507
8.1393730156	1.2821676731	0.4031079412
8.1396465156	1.2827913761	0.501850605
8.1399145156	1.2887910604	0.4287140667
8.1401965156	1.293166995	0.2261210382
8.1404720156	1.2874184847	0.0472031198
8.1407400156	1.2841906548	0.011408438
8.1409995156	1.2805490494	0.1371065378
8.1412625156	1.2801923752	0.347067982
8.1415260156	1.2762919664	0.4905786216
8.1417900156	1.2652873993	0.4636214077
8.1420565156	1.2773060799	0.296079725
8.1423275156	1.2727230787	0.0909255743
8.1425915156	1.2844723463	0.0030053009
8.1428625156	1.2799787521	0.08863841
8.1431270156	1.2868901491	0.2862329185
8.1433930156	1.2826192379	0.4650233388
8.1436620156	1.2837212086	0.493099153
8.1439320156	1.2813159227	0.3551860154
8.1441980156	1.2846194506	0.1428875029
8.1444610156	1.2762339115	0.0111808507
8.1447250156	1.2705984116	0.0493875295
8.1449930156	1.2798477411	0.2327556461
8.1452680156	1.2680920362	0.4259139597
8.1455320156	1.2714855671	0.5023353696
8.1457990156	1.2693634033	0.4030555785
8.1460645156	1.270611763	0.199488461
8.1463325156	1.2855676413	0.0324991494
8.1466075156	1.2810752392	0.0207143258
8.1468750156	1.2803221941	0.1696159244
8.1471330156	1.2863354683	0.3786555529
8.1473965156	1.2857862711	0.4969257712
8.1476650156	1.2918949127	0.447419554
8.1479225156	1.2847963572	0.2564452887
8.1481875156	1.2847259045	0.0675904602
8.1484610156	1.2925721407	0.0037797969
8.1487455156	1.2945759296	0.1097013131
8.1490420156	1.2837746143	0.3158099055
8.1493285156	1.283059001	0.4764699936
8.1496090156	1.2865496874	0.4820401073
8.1498880156	1.2852962017	0.3250752687
8.1501585156	1.2868670225	0.1183106899
8.1504340156	1.2850321531	0.0051125819
8.1507125156	1.2843255997	0.0626810864
8.1509960156	1.283675313	0.2542357445
8.1512800156	1.2842600346	0.4435818195
8.1515615156	1.2850255966	0.4982408881
8.1518455156	1.283646822	0.3786265552
8.1521230156	1.2751276493	0.1749807
8.1523975156	1.2776349783	0.0217926614
8.1526650156	1.278460741	0.0311375484
8.1529325156	1.2796273232	0.1979130507
8.1532125156	1.2844560146	0.3994769156
8.1535005156	1.2700084448	0.5009688139
8.1537880156	1.2693573236	0.4316471219
8.1540690156	1.2804207802	0.2397046685
8.1543455156	1.2815287113	0.0525253192
8.1546245156	1.2868486643	0.0079427892
8.1549030156	1.2862535715	0.1393184066
8.1551840156	1.2883735895	0.3418628871
8.1554670156	1.290877223	0.4907265306
8.1557510156	1.2843761444	0.469555825
8.1560285156	1.2901619673	0.2991609573
8.1563080156	1.2853204012	0.0983154476
8.1565865156	1.2814236879	0.002897898
8.1568700156	1.2730563879	0.0842544213
8.1571475156	1.2733048201	0.2838986814
8.1574160156	1.2707334757	0.4635195136
8.1576885156	1.2742705345	0.493627578
8.1579635156	1.278852582	0.358332485
8.1582385156	1.2834153175	0.1458585113
8.1585135156	1.2843468189	0.0131868357
8.1587800156	1.2832357883	0.0437393039
8.1590430156	1.2840249538	0.2269377708
8.1593060156	1.2752876282	0.4207060933
8.1595660156	1.2733211517	0.5043097138
8.1598250156	1.2744358778	0.4125076532
8.1600905156	1.2696962357	0.2113268375
8.1603560156	1.2771955729	0.0371447764
8.1606230156	1.2848324776	0.0149318036
8.1608955156	1.2862892151	0.1578126699
8.1611690156	1.2807570696	0.3671854436
8.1614400156	1.2816550732	0.4975814223
8.1617085156	1.2668851614	0.455625236
8.1619660156	1.2781538963	0.2701951563
8.1622210156	1.2904570103	0.0755041838
8.1624845156	1.2863157988	0.003184441
8.1627515156	1.2846601009	0.1048738286
8.1630350156	1.270614624	0.3037388027
8.1633065156	1.2702366114	0.4755530953
8.1635765156	1.2856835127	0.4865087569
8.1638435156	1.2866849899	0.3347272575
8.1641070156	1.2814153433	0.1301965564
8.1643705156	1.2742724419	0.0072331429
8.1646370156	1.2708846331	0.0616875142
8.1649055156	1.2845081091	0.2417892963
8.1651775156	1.2799171209	0.4408264756
8.1654525156	1.2757968903	0.5028241873
8.1657285156	1.2697111368	0.3917962313
8.1660095156	1.2719969749	0.1875734478
8.1662840156	1.2862832546	0.0258261617
8.1665615156	1.2850034237	0.0249485169
8.1668385156	1.2766889334	0.1842342615
8.1671090156	1.2722649574	0.3898589909
8.1673870156	1.2804956436	0.50157547
8.1676670156	1.282138586	0.4397654235
8.1679485156	1.2890948057	0.2459654361
8.1682360156	1.2816661596	0.0598393716
8.1685230156	1.2710946798	0.0062939599
8.1688120156	1.2696467638	0.1286447495
8.1691060156	1.2749145031	0.3331650794
8.1693910156	1.2781448364	0.4844428897
8.1696725156	1.2870490551	0.476695627
8.1699550156	1.2751119137	0.3072133958
8.1702370156	1.2715483904	0.1029568464
8.1705180156	1.2681237459	0.0039981445
8.1707920156	1.2721441984	0.0782522634
8.1710620156	1.28061831	0.2686237693
8.1713330156	1.2866396904	0.4535062313
8.1715995156	1.2821512222	0.4969733655
8.1718690156	1.2695705891	0.3666317761
8.1721430156	1.2717852592	0.1648144424
8.1724220156	1.2737289667	0.0169909447
8.1727075156	1.2859451771	0.0362761021
8.1729830156	1.2841682434	0.2052011043
8.1732485156	1.2711398602	0.4118585289
8.1735215156	1.2740491629	0.5017927885
8.1737860156	1.276789546	0.4176141322
8.1740480156	1.2836089134	0.2270884365
8.1743145156	1.2871314287	0.0439640135
8.1745805156	1.2801681757	0.0133199906
8.1748530156	1.2794106007	0.1437205523
8.1751265156	1.2855043411	0.3575479686
8.1753980156	1.2717555761	0.4932422936
8.1756700156	1.2774201632	0.4634171426
8.1759250156	0.8782592416	0.044297684
