Lenght	Intensity	Error
8.1416087377	1.7163915634	0.2781458795
8.1418797377	1.7168867588	0.0903070122
8.1421452377	1.7252094746	0.0022797999
8.1424122377	1.7225863934	0.0907418281
8.1426767377	1.7220855951	0.2883170247
8.1429412377	1.7152169943	0.4593022466
8.1432107377	1.728733182	0.4825509489
8.1434817377	1.7261881828	0.3443639576
8.1437517377	1.7296648026	0.1405038834
8.1440157377	1.7366054058	0.0123639628
8.1442762377	1.7421294451	0.0462899953
8.1445442377	1.739703536	0.2253642678
8.1448157377	1.7419155836	0.419988066
8.1450827377	1.7382771969	0.4954853952
8.1453522377	1.7385665178	0.4036774039
8.1456187377	1.7412534952	0.2026624382
8.1458852377	1.7376105785	0.0360955708
8.1461592377	1.7488650084	0.0152399503
8.1464337377	1.7478578091	0.1603612304
8.1466932377	1.7443414927	0.3676881194
8.1469532377	1.7493091822	0.4912257493
8.1472307377	1.7597379684	0.4557989836
8.1474927377	1.7595192194	0.2648331225
8.1477592377	1.7493438721	0.0778278783
8.1480297377	1.7622894049	0.0023392153
8.1483072377	1.7552821636	0.1062977761
8.1485957377	1.7598230839	0.3018333316
8.1488807377	1.7616975307	0.4679057598
8.1491577377	1.7601110935	0.4785659909
8.1494372377	1.761071682	0.3325581551
8.1497057377	1.7603038549	0.1284462065
8.1499767377	1.7677196264	0.007169514
8.1502507377	1.763868928	0.0568060167
8.1505317377	1.7699360847	0.2313811928
8.1508152377	1.7669174671	0.426951766
8.1510967377	1.7673997879	0.4965451658
8.1513782377	1.7695608139	0.3987026811
8.1516542377	1.7705653906	0.1920658052
8.1519262377	1.7677881718	0.0307963751
8.1521967377	1.7691893578	0.0203074012
8.1524612377	1.7758004665	0.1700025797
8.1527347377	1.7723799944	0.3757745624
8.1530212377	1.7705167532	0.4937101007
8.1533097377	1.7705954313	0.442892462
8.1535962377	1.7665581703	0.2624722123
8.1538777377	1.7609471083	0.0688069835
8.1541547377	1.7590750456	0.0057374896
8.1544312377	1.7711508274	0.1099274158
8.1547107377	1.755214572	0.3080851734
8.1549932377	1.7597755194	0.4695393443
8.1552752377	1.7619432211	0.4787486494
8.1555577377	1.7674537897	0.329497695
8.1558387377	1.7528172731	0.1268290877
8.1561182377	1.7599841356	0.0059013325
8.1563992377	1.7577390671	0.0581731796
8.1566842377	1.7544205189	0.2423925698
8.1569592377	1.7588111162	0.4326925278
8.1572317377	1.7535073757	0.4941602647
8.1575052377	1.7528215647	0.391687721
8.1577797377	1.7538050413	0.1850104779
8.1580562377	1.7438648939	0.0258645564
8.1583272377	1.7469465733	0.0236967187
8.1585942377	1.7542643547	0.1786402315
8.1588597377	1.7424850464	0.3804006279
8.1591227377	1.7382241488	0.4915598333
8.1593817377	1.739372611	0.4357490838
8.1596447377	1.7421733141	0.2524164319
8.1599127377	1.7384370565	0.0647562966
8.1601782377	1.7303886414	0.0056218961
8.1604472377	1.72833395	0.1133885831
8.1607217377	1.7334457636	0.3207590282
8.1609952377	1.7317749262	0.4732163846
8.1612662377	1.7253762484	0.4708447158
8.1615287377	1.7224855423	0.3168087304
8.1617847377	1.7164404392	0.1160431728
8.1620387377	1.7154536247	0.0044135116
8.1623062377	1.7157868147	0.0646836385
8.1625822377	1.7117339373	0.2505529523
8.1628577377	1.7195038795	0.4403448999
8.1631307377	1.7046911716	0.4925427437
8.1633992377	1.7035496235	0.3746262491
8.1636667377	1.705352664	0.1769262403
8.1639287377	1.7083382607	0.0202456638
8.1641977377	1.7038725615	0.0309561249
8.1644642377	1.7000459433	0.1867669374
8.1647337377	1.696367979	0.3937044144
8.1650087377	1.6993637085	0.4962255359
8.1652827377	1.6975268126	0.426394552
8.1655612377	1.698712945	0.2442263812
8.1658372377	1.6893994808	0.0528270714
8.1661112377	1.6972850561	0.005192155
8.1663912377	1.6975935698	0.1327270418
8.1666642377	1.6842591763	0.3405611217
8.1669402377	1.6874786615	0.4836792946
8.1672217377	1.6763548851	0.4668394327
8.1675027377	1.6864444017	0.2988275886
8.1677932377	1.6823592186	0.1036805212
8.1680822377	1.6783469915	0.0035165795
8.1683732377	1.6787717342	0.0811131373
8.1686672377	1.6836766005	0.2739229202
8.1689542377	1.671479702	0.453512758
8.1692342377	1.6790505648	0.4902626872
8.1695162377	1.672123313	0.3616868556
8.1697952377	1.6684000492	0.1524301469
8.1700777377	1.6632988453	0.0156307314
8.1703507377	1.6585283279	0.0400841124
8.1706157377	1.6629874706	0.2127355635
8.1708907377	1.6578452587	0.407496959
8.1711587377	1.6637673378	0.4967036545
8.1714247377	1.6641585827	0.4100450873
8.1716912377	1.6549882889	0.2095156014
8.1719637377	1.6560364962	0.043628674
8.1722427377	1.6567747593	0.0132088782
8.1725222377	1.6490577459	0.145635888
8.1727897377	1.6568877697	0.3629575372
8.1730637377	1.6399195194	0.4834324121
8.1733297377	1.6543399096	0.4543581605
8.1735917377	1.6388261318	0.2752277255
8.1738562377	1.6424152851	0.0876768827
8.1741197377	1.6499979496	0.0018014659
8.1743847377	1.6344383955	0.0964684039
8.1746512377	1.6424497366	0.2967127264
8.1749212377	1.6422537565	0.4653101563
8.1751877377	1.6414756775	0.4844226539
8.1754552377	1.6434674263	0.3399644196
