Hg-high_einhuellende_0.dat
05/10/2021
13:29
M1: 60um  Speed 1um/s  filter: 129Hz
position_mm  datamess datacalib
40.7980449390 0.0357482396 0.2489778697
40.7980649390 0.0356835723 0.2489234507
40.7980849390 0.0356187224 0.2488704622
40.7981049390 0.0355537198 0.2488188893
40.7981249390 0.0354886018 0.2487688065
40.7981449390 0.0354234055 0.2487201989
40.7981649390 0.0353581682 0.2486731112
40.7981849390 0.0352929235 0.2486275584
40.7982049390 0.0352277085 0.2485835850
40.7982249390 0.0351625569 0.2485411912
40.7982449390 0.0350975096 0.2485003918
40.7982649390 0.0350326002 0.2484612316
40.7982849390 0.0349678658 0.2484237105
40.7983049390 0.0349033400 0.2483878732
40.7983249390 0.0348390639 0.2483537048
40.7983449390 0.0347750671 0.2483212352
40.7983649390 0.0347113907 0.2482904792
40.7983849390 0.0346480645 0.2482614517
40.7984049390 0.0345851295 0.2482341826
40.7984249390 0.0345226191 0.2482086569
40.7984449390 0.0344605669 0.2481849045
40.7984649390 0.0343990065 0.2481629252
40.7984849390 0.0343379751 0.2481427342
40.7985049390 0.0342775062 0.2481243461
40.7985249390 0.0342176333 0.2481077611
40.7985449390 0.0341583863 0.2480929941
40.7985649390 0.0340998061 0.2480800450
40.7985849390 0.0340419188 0.2480688989
40.7986049390 0.0339847542 0.2480596006
40.7986249390 0.0339283533 0.2480521202
40.7986449390 0.0338727422 0.2480464727
40.7986649390 0.0338179506 0.2480426580
40.7986849390 0.0337640084 0.2480406612
40.7987049390 0.0337109491 0.2480405122
40.7987249390 0.0336588025 0.2480421811
40.7987449390 0.0336075909 0.2480456680
40.7987649390 0.0335573517 0.2480509728
40.7987849390 0.0335081071 0.2480580956
40.7988049390 0.0334598832 0.2480670214
40.7988249390 0.0334127061 0.2480777502
40.7988449390 0.0333666094 0.2480902672
40.7988649390 0.0333216079 0.2481045574
40.7988849390 0.0332777351 0.2481206357
40.7989049390 0.0332350060 0.2481384575
40.7989249390 0.0331934541 0.2481580228
40.7989449390 0.0331530944 0.2481793314
40.7989649390 0.0331139490 0.2482023686
40.7989849390 0.0330760404 0.2482270896
40.7990049390 0.0330393910 0.2482535094
40.7990249390 0.0330040194 0.2482815981
40.7990449390 0.0329699442 0.2483113408
40.7990649390 0.0329371803 0.2483427227
40.7990849390 0.0329057500 0.2483757138
40.7991049390 0.0328756645 0.2484102994
40.7991249390 0.0328469463 0.2484464645
40.7991449390 0.0328196026 0.2484841794
40.7991649390 0.0327936523 0.2485234141
40.7991849390 0.0327691063 0.2485641688
40.7992049390 0.0327459760 0.2486063987
40.7992249390 0.0327242799 0.2486500889
40.7992449390 0.0327040181 0.2486952096
40.7992649390 0.0326852091 0.2487417310
40.7992849390 0.0326678567 0.2487896234
40.7993049390 0.0326519720 0.2488388717
40.7993249390 0.0326375589 0.2488894463
40.7993449390 0.0326246284 0.2489413023
40.7993649390 0.0326131806 0.2489944249
40.7993849390 0.0326032229 0.2490487844
40.7994049390 0.0325947590 0.2491043508
40.7994249390 0.0325877927 0.2491610795
40.7994449390 0.0325823203 0.2492189407
40.7994649390 0.0325783491 0.2492779195
40.7994849390 0.0325758755 0.2493379712
40.7995049390 0.0325749032 0.2493990660
40.7995249390 0.0325754248 0.2494611740
40.7995449390 0.0325774401 0.2495242506
40.7995649390 0.0325809456 0.2495882660
40.7995849390 0.0325859413 0.2496531904
40.7996049390 0.0325924121 0.2497189939
40.7996249390 0.0326003619 0.2497856319
40.7996449390 0.0326097757 0.2498530746
40.7996649390 0.0326206498 0.2499212772
40.7996849390 0.0326329768 0.2499902099
40.7997049390 0.0326467454 0.2500598431
40.7997249390 0.0326619446 0.2501301467
40.7997449390 0.0326785631 0.2502010465
40.7997649390 0.0326965898 0.2502725720
40.7997849390 0.0327160135 0.2503446043
40.7998049390 0.0327368192 0.2504172027
40.7998249390 0.0327589884 0.2504902482
40.7998449390 0.0327825099 0.2505637407
40.7998649390 0.0328073688 0.2506376505
40.7998849390 0.0328335464 0.2507119477
40.7999049390 0.0328610204 0.2507865727
40.7999249390 0.0328897834 0.2508614957
40.7999449390 0.0329198055 0.2509366870
40.7999649390 0.0329510719 0.2510121167
40.7999849390 0.0329835638 0.2510877550
40.8000049390 0.0330172554 0.2511635423
40.8000249390 0.0330521278 0.2512394488
40.8000449390 0.0330881551 0.2513154447
40.8000649390 0.0331253186 0.2513915300
40.8000849390 0.0331635922 0.2514676154
40.8001049390 0.0332029536 0.2515437007
40.8001249390 0.0332433730 0.2516197562
40.8001449390 0.0332848243 0.2516957521
40.8001649390 0.0333272889 0.2517716289
40.8001849390 0.0333707295 0.2518473864
40.8002049390 0.0334151275 0.2519229650
40.8002249390 0.0334604532 0.2519983649
40.8002449390 0.0335066728 0.2520735264
40.8002649390 0.0335537605 0.2521484196
40.8002849390 0.0336016901 0.2522230446
40.8003049390 0.0336504243 0.2522973716
40.8003249390 0.0336999409 0.2523713410
40.8003449390 0.0337502062 0.2524449229
40.8003649390 0.0338011868 0.2525181472
40.8003849390 0.0338528529 0.2525909245
40.8004049390 0.0339051709 0.2526632845
40.8004249390 0.0339581110 0.2527351379
40.8004449390 0.0340116434 0.2528065145
40.8004649390 0.0340657271 0.2528773844
40.8004849390 0.0341203362 0.2529476881
40.8005049390 0.0341754332 0.2530174553
40.8005249390 0.0342309885 0.2530865967
40.8005449390 0.0342869647 0.2531551719
40.8005649390 0.0343433283 0.2532230914
40.8005849390 0.0344000459 0.2532903552
40.8006049390 0.0344570875 0.2533569634
40.8006249390 0.0345144086 0.2534228861
40.8006449390 0.0345719866 0.2534880936
40.8006649390 0.0346297771 0.2535525858
40.8006849390 0.0346877538 0.2536163628
40.8007049390 0.0347458757 0.2536793351
40.8007249390 0.0348041132 0.2537415922
40.8007449390 0.0348624252 0.2538030148
40.8007649390 0.0349207856 0.2538636625
40.8007849390 0.0349791534 0.2539235055
40.8008049390 0.0350374952 0.2539825141
40.8008249390 0.0350957811 0.2540406883
40.8008449390 0.0351539701 0.2540979981
40.8008649390 0.0352120362 0.2541544735
40.8008849390 0.0352699384 0.2542100549
40.8009049390 0.0353276469 0.2542647719
40.8009249390 0.0353851281 0.2543185949
40.8009449390 0.0354423486 0.2543715239
40.8009649390 0.0354992747 0.2544235587
40.8009849390 0.0355558768 0.2544746697
40.8010049390 0.0356121175 0.2545248568
40.8010249390 0.0356679708 0.2545741498
40.8010449390 0.0357233994 0.2546224892
40.8010649390 0.0357783735 0.2546699047
40.8010849390 0.0358328670 0.2547163665
40.8011049390 0.0358868428 0.2547619045
40.8011249390 0.0359402783 0.2548065186
40.8011449390 0.0359931365 0.2548501492
40.8011649390 0.0360453911 0.2548928559
40.8011849390 0.0360970162 0.2549346089
40.8012049390 0.0361479819 0.2549754083
40.8012249390 0.0361982584 0.2550152540
40.8012449390 0.0362478197 0.2550541759
40.8012649390 0.0362966396 0.2550921142
40.8012849390 0.0363446958 0.2551291287
40.8013049390 0.0363919549 0.2551651597
40.8013249390 0.0364384018 0.2552002966
40.8013449390 0.0364840068 0.2552344501
40.8013649390 0.0365287438 0.2552676797
40.8013849390 0.0365725942 0.2552999556
40.8014049390 0.0366155356 0.2553313076
40.8014249390 0.0366575494 0.2553617358
40.8014449390 0.0366986059 0.2553912401
40.8014649390 0.0367386937 0.2554198205
40.8014849390 0.0367777869 0.2554474771
40.8015049390 0.0368158706 0.2554742396
40.8015249390 0.0368529260 0.2555000782
40.8015449390 0.0368889347 0.2555250227
40.8015649390 0.0369238816 0.2555490732
40.8015849390 0.0369577520 0.2555722296
40.8016049390 0.0369905271 0.2555944920
40.8016249390 0.0370221958 0.2556159198
40.8016449390 0.0370527431 0.2556364536
40.8016649390 0.0370821543 0.2556561232
40.8016849390 0.0371104218 0.2556749284
40.8017049390 0.0371375345 0.2556928992
40.8017249390 0.0371634811 0.2557100356
40.8017449390 0.0371882468 0.2557263672
40.8017649390 0.0372118317 0.2557418346
40.8017849390 0.0372342207 0.2557564974
40.8018049390 0.0372554101 0.2557703555
40.8018249390 0.0372753926 0.2557834387
40.8018449390 0.0372941643 0.2557956874
40.8018649390 0.0373117179 0.2558071911
40.8018849390 0.0373280533 0.2558178902
40.8019049390 0.0373431630 0.2558278441
40.8019249390 0.0373570472 0.2558370531
40.8019449390 0.0373697057 0.2558454871
40.8019649390 0.0373811349 0.2558531761
40.8019849390 0.0373913385 0.2558601499
40.8020049390 0.0374003127 0.2558664083
40.8020249390 0.0374080651 0.2558719516
40.8020449390 0.0374145918 0.2558767796
40.8020649390 0.0374199003 0.2558809221
40.8020849390 0.0374239944 0.2558843493
40.8021049390 0.0374268778 0.2558871210
40.8021249390 0.0374285579 0.2558892071
40.8021449390 0.0374290384 0.2558906376
40.8021649390 0.0374283306 0.2558914125
40.8021849390 0.0374264382 0.2558915317
40.8022049390 0.0374233685 0.2558910251
40.8022249390 0.0374191366 0.2558898926
40.8022449390 0.0374137498 0.2558881044
40.8022649390 0.0374072194 0.2558857203
40.8022849390 0.0373995565 0.2558827400
40.8023049390 0.0373907723 0.2558791637
40.8023249390 0.0373808816 0.2558749914
40.8023449390 0.0373698920 0.2558702230
40.8023649390 0.0373578258 0.2558648884
40.8023849390 0.0373446941 0.2558590174
40.8024049390 0.0373305120 0.2558525503
40.8024249390 0.0373152941 0.2558455467
40.8024449390 0.0372990593 0.2558379769
40.8024649390 0.0372818261 0.2558299005
40.8024849390 0.0372636095 0.2558212876
40.8025049390 0.0372444279 0.2558121383
40.8025249390 0.0372243002 0.2558024824
40.8025449390 0.0372032486 0.2557923198
40.8025649390 0.0371812880 0.2557816803
40.8025849390 0.0371584408 0.2557705343
40.8026049390 0.0371347293 0.2557589114
40.8026249390 0.0371101759 0.2557467818
40.8026449390 0.0370847993 0.2557342350
40.8026649390 0.0370586216 0.2557211816
40.8026849390 0.0370316692 0.2557077110
40.8027049390 0.0370039605 0.2556937635
40.8027249390 0.0369755179 0.2556793988
40.8027449390 0.0369463712 0.2556645870
40.8027649390 0.0369165428 0.2556493580
40.8027849390 0.0368860513 0.2556337416
40.8028049390 0.0368549302 0.2556176782
40.8028249390 0.0368231982 0.2556012571
40.8028449390 0.0367908813 0.2555844188
40.8028649390 0.0367580056 0.2555671930
40.8028849390 0.0367246009 0.2555496097
40.8029049390 0.0366906859 0.2555316687
40.8029249390 0.0366562940 0.2555133700
40.8029449390 0.0366214477 0.2554947138
40.8029649390 0.0365861729 0.2554756999
40.8029849390 0.0365504995 0.2554563880
40.8030049390 0.0365144499 0.2554367483
40.8030249390 0.0364780575 0.2554168105
40.8030449390 0.0364413410 0.2553965449
40.8030649390 0.0364043377 0.2553760111
40.8030849390 0.0363670662 0.2553551793
40.8031049390 0.0363295563 0.2553340793
40.8031249390 0.0362918377 0.2553127110
40.8031449390 0.0362539366 0.2552911341
40.8031649390 0.0362158790 0.2552692890
40.8031849390 0.0361776948 0.2552472055
40.8032049390 0.0361394063 0.2552249134
40.8032249390 0.0361010469 0.2552024126
40.8032449390 0.0360626392 0.2551797330
40.8032649390 0.0360242128 0.2551568449
40.8032849390 0.0359857902 0.2551338077
40.8033049390 0.0359474048 0.2551105917
40.8033249390 0.0359090753 0.2550872564
40.8033449390 0.0358708352 0.2550637722
40.8033649390 0.0358327106 0.2550401688
40.8033849390 0.0357947201 0.2550164461
40.8034049390 0.0357568972 0.2549926341
40.8034249390 0.0357192643 0.2549687624
40.8034449390 0.0356818438 0.2549448013
40.8034649390 0.0356446691 0.2549207807
40.8034849390 0.0356077552 0.2548967302
40.8035049390 0.0355711319 0.2548726499
40.8035249390 0.0355348215 0.2548485398
40.8035449390 0.0354988500 0.2548244298
40.8035649390 0.0354632400 0.2548003495
40.8035849390 0.0354280099 0.2547762990
40.8036049390 0.0353931896 0.2547523081
40.8036249390 0.0353587940 0.2547283471
40.8036449390 0.0353248529 0.2547044754
40.8036649390 0.0352913812 0.2546806633
40.8036849390 0.0352584012 0.2546569705
40.8037049390 0.0352259353 0.2546333969
40.8037249390 0.0351940021 0.2546099722
40.8037449390 0.0351626202 0.2545866668
40.8037649390 0.0351318121 0.2545635402
40.8037849390 0.0351015888 0.2545405626
40.8038049390 0.0350719765 0.2545177937
40.8038249390 0.0350429863 0.2544952333
40.8038449390 0.0350146405 0.2544728816
40.8038649390 0.0349869505 0.2544507682
40.8038849390 0.0349599347 0.2544289231
40.8039049390 0.0349336080 0.2544073164
40.8039249390 0.0349079818 0.2543860078
40.8039449390 0.0348830707 0.2543649673
40.8039649390 0.0348588936 0.2543442249
40.8039849390 0.0348354578 0.2543238401
40.8040049390 0.0348127745 0.2543037534
40.8040249390 0.0347908586 0.2542840242
40.8040449390 0.0347697139 0.2542646527
40.8040649390 0.0347493589 0.2542456686
40.8040849390 0.0347298011 0.2542270422
40.8041049390 0.0347110443 0.2542088330
40.8041249390 0.0346930996 0.2541910112
40.8041449390 0.0346759707 0.2541736066
40.8041649390 0.0346596725 0.2541566491
40.8041849390 0.0346442014 0.2541401386
40.8042049390 0.0346295685 0.2541240752
40.8042249390 0.0346157737 0.2541084588
40.8042449390 0.0346028246 0.2540933192
40.8042649390 0.0345907211 0.2540786862
40.8042849390 0.0345794670 0.2540645301
40.8043049390 0.0345690623 0.2540508509
40.8043249390 0.0345595106 0.2540377080
40.8043449390 0.0345508084 0.2540250719
40.8043649390 0.0345429592 0.2540129721
40.8043849390 0.0345359556 0.2540013790
40.8044049390 0.0345298015 0.2539903224
40.8044249390 0.0345244929 0.2539798021
40.8044449390 0.0345200226 0.2539698482
40.8044649390 0.0345163867 0.2539604306
40.8044849390 0.0345135853 0.2539515793
40.8045049390 0.0345116071 0.2539432943
40.8045249390 0.0345104448 0.2539355457
40.8045449390 0.0345100984 0.2539283633
40.8045649390 0.0345105529 0.2539217472
40.8045849390 0.0345118046 0.2539157271
40.8046049390 0.0345138423 0.2539102435
40.8046249390 0.0345166512 0.2539053261
40.8046449390 0.0345202312 0.2539010048
40.8046649390 0.0345245637 0.2538972199
40.8046849390 0.0345296375 0.2538940012
40.8047049390 0.0345354378 0.2538913488
40.8047249390 0.0345419608 0.2538892627
40.8047449390 0.0345491804 0.2538877428
40.8047649390 0.0345570929 0.2538867593
40.8047849390 0.0345656760 0.2538863122
40.8048049390 0.0345749184 0.2538864315
40.8048249390 0.0345848016 0.2538870573
40.8048449390 0.0345953070 0.2538882196
40.8048649390 0.0346064232 0.2538899183
40.8048849390 0.0346181281 0.2538921237
40.8049049390 0.0346304029 0.2538948357
40.8049249390 0.0346432291 0.2538980246
40.8049449390 0.0346565917 0.2539017200
40.8049649390 0.0346704647 0.2539058924
40.8049849390 0.0346848331 0.2539105415
40.8050049390 0.0346996747 0.2539156377
40.8050249390 0.0347149633 0.2539211810
40.8050449390 0.0347306840 0.2539271414
40.8050649390 0.0347468145 0.2539335489
40.8050849390 0.0347633287 0.2539403439
40.8051049390 0.0347802043 0.2539475560
40.8051249390 0.0347974226 0.2539551258
40.8051449390 0.0348149575 0.2539630532
40.8051649390 0.0348327830 0.2539713383
40.8051849390 0.0348508805 0.2539799809
40.8052049390 0.0348692238 0.2539889216
40.8052249390 0.0348877870 0.2539981902
40.8052449390 0.0349065475 0.2540077269
40.8052649390 0.0349254794 0.2540175319
40.8052849390 0.0349445567 0.2540276051
40.8053049390 0.0349637568 0.2540378869
40.8053249390 0.0349830575 0.2540484071
40.8053449390 0.0350024290 0.2540591359
40.8053649390 0.0350218453 0.2540700436
40.8053849390 0.0350412838 0.2540811002
40.8054049390 0.0350607187 0.2540923357
40.8054249390 0.0350801237 0.2541036606
40.8054449390 0.0350994729 0.2541151345
40.8054649390 0.0351187438 0.2541266680
40.8054849390 0.0351379104 0.2541382909
40.8055049390 0.0351569466 0.2541499436
40.8055249390 0.0351758264 0.2541616559
40.8055449390 0.0351945236 0.2541733682
40.8055649390 0.0352130197 0.2541850507
40.8055849390 0.0352312811 0.2541967332
40.8056049390 0.0352492929 0.2542083859
40.8056249390 0.0352670252 0.2542199492
40.8056449390 0.0352844521 0.2542314231
40.8056649390 0.0353015587 0.2542428076
40.8056849390 0.0353183113 0.2542540729
40.8057049390 0.0353346914 0.2542651892
40.8057249390 0.0353506804 0.2542761564
40.8057449390 0.0353662483 0.2542869449
40.8057649390 0.0353813767 0.2542975247
40.8057849390 0.0353960432 0.2543078959
40.8058049390 0.0354102291 0.2543180287
40.8058249390 0.0354239084 0.2543278933
40.8058449390 0.0354370661 0.2543375194
40.8058649390 0.0354496799 0.2543468475
40.8058849390 0.0354617275 0.2543558776
40.8059049390 0.0354731940 0.2543645799
40.8059249390 0.0354840606 0.2543729544
40.8059449390 0.0354943089 0.2543809712
40.8059649390 0.0355039202 0.2543886304
40.8059849390 0.0355128795 0.2543959022
40.8060049390 0.0355211683 0.2544027567
40.8060249390 0.0355287753 0.2544092238
40.8060449390 0.0355356783 0.2544152737
40.8060649390 0.0355418697 0.2544208467
40.8060849390 0.0355473347 0.2544260025
40.8061049390 0.0355520584 0.2544306815
40.8061249390 0.0355560295 0.2544348836
40.8061449390 0.0355592370 0.2544386089
40.8061649390 0.0355616659 0.2544418275
40.8061849390 0.0355633125 0.2544445395
40.8062049390 0.0355641618 0.2544467449
40.8062249390 0.0355642065 0.2544484138
40.8062449390 0.0355634391 0.2544495463
40.8062649390 0.0355618522 0.2544501424
40.8062849390 0.0355594382 0.2544501722
40.8063049390 0.0355561934 0.2544496655
40.8063249390 0.0355521105 0.2544485927
40.8063449390 0.0355471820 0.2544469237
40.8063649390 0.0355414115 0.2544447184
40.8063849390 0.0355347916 0.2544419169
40.8064049390 0.0355273224 0.2544385195
40.8064249390 0.0355190001 0.2544345558
40.8064449390 0.0355098285 0.2544299960
40.8064649390 0.0354998000 0.2544248402
40.8064849390 0.0354889221 0.2544191182
40.8065049390 0.0354771949 0.2544128001
40.8065249390 0.0354646221 0.2544058859
40.8065449390 0.0354512036 0.2543984056
40.8065649390 0.0354369469 0.2543903291
40.8065849390 0.0354218557 0.2543816566
40.8066049390 0.0354059376 0.2543724179
40.8066249390 0.0353891924 0.2543625832
40.8066449390 0.0353716314 0.2543522120
40.8066649390 0.0353532657 0.2543412447
40.8066849390 0.0353340991 0.2543297410
40.8067049390 0.0353141390 0.2543177009
40.8067249390 0.0352934003 0.2543050945
40.8067449390 0.0352718942 0.2542919517
40.8067649390 0.0352496244 0.2542782724
40.8067849390 0.0352266096 0.2542640865
40.8068049390 0.0352028608 0.2542493939
40.8068249390 0.0351783931 0.2542341948
40.8068449390 0.0351532139 0.2542185485
40.8068649390 0.0351273455 0.2542023957
40.8068849390 0.0351007953 0.2541857958
40.8069049390 0.0350735858 0.2541687489
40.8069249390 0.0350457281 0.2541512549
40.8069449390 0.0350172408 0.2541333735
40.8069649390 0.0349881425 0.2541150749
40.8069849390 0.0349584520 0.2540964186
40.8070049390 0.0349281803 0.2540773749
40.8070249390 0.0348973535 0.2540579736
40.8070449390 0.0348659866 0.2540382743
40.8070649390 0.0348341018 0.2540182471
40.8070849390 0.0348017178 0.2539979219
40.8071049390 0.0347688533 0.2539773285
40.8071249390 0.0347355343 0.2539564669
40.8071449390 0.0347017758 0.2539353967
40.8071649390 0.0346675999 0.2539141178
40.8071849390 0.0346330330 0.2538926601
40.8072049390 0.0345980935 0.2538710237
40.8072249390 0.0345628038 0.2538492382
40.8072449390 0.0345271863 0.2538273633
40.8072649390 0.0344912633 0.2538053691
40.8072849390 0.0344550610 0.2537833154
40.8073049390 0.0344185978 0.2537612319
40.8073249390 0.0343818963 0.2537391186
40.8073449390 0.0343449861 0.2537170053
40.8073649390 0.0343078822 0.2536949515
40.8073849390 0.0342706144 0.2536729276
40.8074049390 0.0342332013 0.2536510229
40.8074249390 0.0341956690 0.2536292076
40.8074449390 0.0341580436 0.2536075711
40.8074649390 0.0341203399 0.2535860837
40.8074849390 0.0340825915 0.2535648048
40.8075049390 0.0340448134 0.2535437346
40.8075249390 0.0340070315 0.2535229325
40.8075449390 0.0339692682 0.2535024285
40.8075649390 0.0339315459 0.2534822524
40.8075849390 0.0338938907 0.2534624040
40.8076049390 0.0338563211 0.2534429133
40.8076249390 0.0338188596 0.2534238696
40.8076449390 0.0337815285 0.2534052134
40.8076649390 0.0337443501 0.2533870637
40.8076849390 0.0337073430 0.2533693910
40.8077049390 0.0336705297 0.2533522546
40.8077249390 0.0336339325 0.2533356547
40.8077449390 0.0335975699 0.2533196509
40.8077649390 0.0335614644 0.2533042729
40.8077849390 0.0335256308 0.2532895207
40.8078049390 0.0334900878 0.2532754540
40.8078249390 0.0334548578 0.2532620728
40.8078449390 0.0334199592 0.2532494664
40.8078649390 0.0333854035 0.2532376051
40.8078849390 0.0333512165 0.2532265186
40.8079049390 0.0333174095 0.2532162666
40.8079249390 0.0332839973 0.2532068789
40.8079449390 0.0332509950 0.2531983554
40.8079649390 0.0332184248 0.2531907558
40.8079849390 0.0331862941 0.2531840801
40.8080049390 0.0331546180 0.2531783581
40.8080249390 0.0331234075 0.2531736493
40.8080449390 0.0330926813 0.2531699240
40.8080649390 0.0330624469 0.2531672716
40.8080849390 0.0330327153 0.2531656921
40.8081049390 0.0330034979 0.2531651855
40.8081249390 0.0329748057 0.2531658113
40.8081449390 0.0329466462 0.2531675696
40.8081649390 0.0329190306 0.2531704903
40.8081849390 0.0328919627 0.2531746328
40.8082049390 0.0328654535 0.2531799674
40.8082249390 0.0328395069 0.2531865239
40.8082449390 0.0328141302 0.2531943321
40.8082649390 0.0327893272 0.2532034516
40.8082849390 0.0327651054 0.2532138228
40.8083049390 0.0327414647 0.2532255352
40.8083249390 0.0327184089 0.2532385588
40.8083449390 0.0326959416 0.2532529533
40.8083649390 0.0326740667 0.2532686889
40.8083849390 0.0326527767 0.2532858253
40.8084049390 0.0326320790 0.2533043325
40.8084249390 0.0326119736 0.2533242702
40.8084449390 0.0325924531 0.2533456087
40.8084649390 0.0325735211 0.2533683777
40.8084849390 0.0325551741 0.2533926070
40.8085049390 0.0325374044 0.2534182668
40.8085249390 0.0325202122 0.2534454167
40.8085449390 0.0325035937 0.2534739971
40.8085649390 0.0324875377 0.2535040677
40.8085849390 0.0324720442 0.2535356283
40.8086049390 0.0324571058 0.2535686493
40.8086249390 0.0324427113 0.2536031604
40.8086449390 0.0324288569 0.2536391616
40.8086649390 0.0324155316 0.2536766529
40.8086849390 0.0324027240 0.2537156045
40.8087049390 0.0323904306 0.2537560761
40.8087249390 0.0323786363 0.2537980080
40.8087449390 0.0323673338 0.2538414299
40.8087649390 0.0323565044 0.2538863122
40.8087849390 0.0323461443 0.2539326549
40.8088049390 0.0323362388 0.2539804578
40.8088249390 0.0323267728 0.2540297210
40.8088449390 0.0323177353 0.2540804148
40.8088649390 0.0323091075 0.2541325390
40.8088849390 0.0323008820 0.2541860640
40.8089049390 0.0322930366 0.2542409897
40.8089249390 0.0322855636 0.2542973161
40.8089449390 0.0322784409 0.2543549836
40.8089649390 0.0322716571 0.2544139922
40.8089849390 0.0322651938 0.2544743419
40.8090049390 0.0322590321 0.2545360029
40.8090249390 0.0322531611 0.2545989156
40.8090449390 0.0322475582 0.2546631396
40.8090649390 0.0322422087 0.2547285557
40.8090849390 0.0322370902 0.2547951937
40.8091049390 0.0322321914 0.2548630238
40.8091249390 0.0322274901 0.2549319863
40.8091449390 0.0322229676 0.2550021112
40.8091649390 0.0322186053 0.2550733089
40.8091849390 0.0322143883 0.2551455498
40.8092049390 0.0322102942 0.2552188337
40.8092249390 0.0322063044 0.2552931309
40.8092449390 0.0322024003 0.2553683519
40.8092649390 0.0321985632 0.2554445267
40.8092849390 0.0321947746 0.2555215657
40.8093049390 0.0321910158 0.2555994689
40.8093249390 0.0321872681 0.2556781471
40.8093449390 0.0321835093 0.2557576001
40.8093649390 0.0321797244 0.2558377981
40.8093849390 0.0321758948 0.2559186518
40.8094049390 0.0321720019 0.2560001612
40.8094249390 0.0321680233 0.2560822368
40.8094449390 0.0321639441 0.2561648786
40.8094649390 0.0321597494 0.2562479973
40.8094849390 0.0321554132 0.2563315630
40.8095049390 0.0321509242 0.2564155459
40.8095249390 0.0321462676 0.2564998865
40.8095449390 0.0321414173 0.2565845251
40.8095649390 0.0321363658 0.2566694021
40.8095849390 0.0321310945 0.2567544878
40.8096049390 0.0321255811 0.2568397224
40.8096249390 0.0321198218 0.2569250464
40.8096449390 0.0321137905 0.2570104301
40.8096649390 0.0321074761 0.2570957839
40.8096849390 0.0321008675 0.2571811080
40.8097049390 0.0320939496 0.2572662830
40.8097249390 0.0320867077 0.2573512793
40.8097449390 0.0320791304 0.2574360371
40.8097649390 0.0320712030 0.2575205266
40.8097849390 0.0320629142 0.2576046884
40.8098049390 0.0320542566 0.2576884329
40.8098249390 0.0320452191 0.2577717304
40.8098449390 0.0320357867 0.2578545213
40.8098649390 0.0320259556 0.2579367161
40.8098849390 0.0320157148 0.2580183148
40.8099049390 0.0320050530 0.2580992281
40.8099249390 0.0319939703 0.2581793964
40.8099449390 0.0319824517 0.2582587600
40.8099649390 0.0319704972 0.2583372891
40.8099849390 0.0319580995 0.2584148943
40.8100049390 0.0319452547 0.2584915459
40.8100249390 0.0319319591 0.2585671544
40.8100449390 0.0319182053 0.2586417198
40.8100649390 0.0319039933 0.2587151527
40.8100849390 0.0318893231 0.2587873638
40.8101049390 0.0318741910 0.2588583529
40.8101249390 0.0318586007 0.2589280605
40.8101449390 0.0318425484 0.2589964271
40.8101649390 0.0318260342 0.2590633631
40.8101849390 0.0318090655 0.2591288686
40.8102049390 0.0317916423 0.2591928542
40.8102249390 0.0317737684 0.2592552900
40.8102449390 0.0317554474 0.2593161166
40.8102649390 0.0317366831 0.2593752742
40.8102849390 0.0317174830 0.2594327629
40.8103049390 0.0316978544 0.2594884932
40.8103249390 0.0316778012 0.2595424056
40.8103449390 0.0316573381 0.2595945001
40.8103649390 0.0316364653 0.2596446872
40.8103849390 0.0316151977 0.2596929669
40.8104049390 0.0315935463 0.2597392499
40.8104249390 0.0315715224 0.2597835362
40.8104449390 0.0315491334 0.2598257661
40.8104649390 0.0315263942 0.2598659098
40.8104849390 0.0315033160 0.2599039078
40.8105049390 0.0314799175 0.2599397600
40.8105249390 0.0314562097 0.2599734068
40.8105449390 0.0314322114 0.2600048184
40.8105649390 0.0314079337 0.2600339651
40.8105849390 0.0313833952 0.2600608468
40.8106049390 0.0313586108 0.2600853741
40.8106249390 0.0313336030 0.2601075470
40.8106449390 0.0313083902 0.2601273656
40.8106649390 0.0312829874 0.2601447701
40.8106849390 0.0312574133 0.2601597607
40.8107049390 0.0312316939 0.2601723373
40.8107249390 0.0312058460 0.2601824105
40.8107449390 0.0311798900 0.2601900399
40.8107649390 0.0311538503 0.2601951361
40.8107849390 0.0311277471 0.2601977587
40.8108049390 0.0311016031 0.2601978481
40.8108249390 0.0310754422 0.2601954043
40.8108449390 0.0310492869 0.2601904571
40.8108649390 0.0310231596 0.2601829171
40.8108849390 0.0309970882 0.2601728737
40.8109049390 0.0309710950 0.2601602376
40.8109249390 0.0309452042 0.2601450682
40.8109449390 0.0309194401 0.2601273656
40.8109649390 0.0308938306 0.2601071000
40.8109849390 0.0308683980 0.2600843012
40.8110049390 0.0308431722 0.2600589395
40.8110249390 0.0308181737 0.2600310743
40.8110449390 0.0307934340 0.2600007057
40.8110649390 0.0307689738 0.2599678040
40.8110849390 0.0307448246 0.2599324286
40.8111049390 0.0307210088 0.2598945796
40.8111249390 0.0306975525 0.2598542869
40.8111449390 0.0306744855 0.2598115504
40.8111649390 0.0306518301 0.2597664297
40.8111849390 0.0306296162 0.2597188950
40.8112049390 0.0306078661 0.2596690059
40.8112249390 0.0305866078 0.2596167922
40.8112449390 0.0305658672 0.2595622838
40.8112649390 0.0305456705 0.2595054805
40.8112849390 0.0305260420 0.2594464719
