	m	t	
f	0.000125415	0.0316679	
			
			
X in nm	Y Signal 	f	y-f
590.36	0.11034	0.105707899	0.004632101
590.4	0.09888	0.105712916	-0.006832916
590.44	0.10387	0.105717933	-0.001847933
590.48	0.10357	0.105722949	-0.002152949
590.52	0.09695	0.105727966	-0.008777966
590.56	0.10637	0.105732982	0.000637018
590.6	0.10637	0.105737999	0.000632001
590.64	0.10738	0.105743016	0.001636984
590.68	0.10514	0.105748032	-0.000608032
590.72	0.10275	0.105753049	-0.003003049
590.76	0.1027	0.105758065	-0.003058065
590.8	0.10061	0.105763082	-0.005153082
590.84	0.10545	0.105768099	-0.000318099
590.88	0.11034	0.105773115	0.004566885
590.92	0.10469	0.105778132	-0.001088132
590.96	0.10932	0.105783148	0.003536852
591	0.10642	0.105788165	0.000631835
591.04	0.10723	0.105793182	0.001436818
591.08	0.10749	0.105798198	0.001691802
591.12	0.10922	0.105803215	0.003416785
591.16	0.10616	0.105808231	0.000351769
591.2	0.10087	0.105813248	-0.004943248
591.24	0.10209	0.105818265	-0.003728265
591.28	0.10555	0.105823281	-0.000273281
591.32	0.10458	0.105828298	-0.001248298
591.36	0.10474	0.105833314	-0.001093314
591.4	0.1112	0.105838331	0.005361669
591.44	0.11212	0.105843348	0.006276652
591.48	0.1084	0.105848364	0.002551636
591.52	0.10754	0.105853381	0.001686619
591.56	0.10275	0.105858397	-0.003108397
591.6	0.10626	0.105863414	0.000396586
591.64	0.10504	0.105868431	-0.000828431
591.68	0.10453	0.105873447	-0.001343447
591.72	0.10255	0.105878464	-0.003328464
591.76	0.10749	0.10588348	0.00160652
591.8	0.10199	0.105888497	-0.003898497
591.84	0.10565	0.105893514	-0.000243514
591.88	0.10733	0.10589853	0.00143147
591.92	0.10464	0.105903547	-0.001263547
591.96	0.10438	0.105908563	-0.001528563
592	0.10835	0.10591358	0.00243642
592.04	0.10845	0.105918597	0.002531403
592.08	0.10158	0.105923613	-0.004343613
592.12	0.1026	0.10592863	-0.00332863
592.16	0.10275	0.105933646	-0.003183646
592.2	0.11029	0.105938663	0.004351337
592.24	0.11018	0.10594368	0.00423632
592.28	0.1083	0.105948696	0.002351304
592.32	0.10377	0.105953713	-0.002183713
592.36	0.10295	0.105958729	-0.003008729
592.4	0.10932	0.105963746	0.003356254
592.44	0.1056	0.105968763	-0.000368763
592.48	0.10199	0.105973779	-0.003983779
592.52	0.10357	0.105978796	-0.002408796
592.56	0.10377	0.105983812	-0.002213812
592.6	0.10341	0.105988829	-0.002578829
592.64	0.10647	0.105993846	0.000476154
592.68	0.10535	0.105998862	-0.000648862
592.72	0.10988	0.106003879	0.003876121
592.76	0.10708	0.106008895	0.001071105
592.8	0.10458	0.106013912	-0.001433912
592.84	0.10464	0.106018929	-0.001378929
592.88	0.10204	0.106023945	-0.003983945
592.92	0.10372	0.106028962	-0.002308962
592.96	0.1054	0.106033978	-0.000633978
593	0.10759	0.106038995	0.001551005
593.04	0.10352	0.106044012	-0.002524012
593.08	0.10632	0.106049028	0.000270972
593.12	0.10642	0.106054045	0.000365955
593.16	0.10611	0.106059061	5.09386E-05
593.2	0.09985	0.106064078	-0.006214078
593.24	0.10637	0.106069095	0.000300905
593.28	0.10805	0.106074111	0.001975889
593.32	0.10504	0.106079128	-0.001039128
593.36	0.10545	0.106084144	-0.000634144
593.4	0.10749	0.106089161	0.001400839
593.44	0.10728	0.106094178	0.001185822
593.48	0.10387	0.106099194	-0.002229194
593.52	0.09878	0.106104211	-0.007324211
593.56	0.10464	0.106109227	-0.001469227
593.6	0.10637	0.106114244	0.000255756
593.64	0.10825	0.106119261	0.002130739
593.68	0.09629	0.106124277	-0.009834277
593.72	0.09639	0.106129294	-0.009739294
593.76	0.10535	0.10613431	-0.00078431
593.8	0.10535	0.106139327	-0.000789327
593.84	0.10357	0.106144344	-0.002574344
593.88	0.09786	0.10614936	-0.00828936
593.92	0.10372	0.106154377	-0.002434377
593.96	0.1082	0.106159393	0.002040607
594	0.10438	0.10616441	-0.00178441
594.04	0.10448	0.106169427	-0.001689427
594.08	0.10357	0.106174443	-0.002604443
594.12	0.10754	0.10617946	0.00136054
594.16	0.10723	0.106184476	0.001045524
594.2	0.10484	0.106189493	-0.001349493
594.24	0.1054	0.10619451	-0.00079451
594.28	0.10362	0.106199526	-0.002579526
594.32	0.10387	0.106204543	-0.002334543
594.36	0.10301	0.106209559	-0.003199559
594.4	0.10667	0.106214576	0.000455424
594.44	0.10448	0.106219593	-0.001739593
594.48	0.10275	0.106224609	-0.003474609
594.52	0.10652	0.106229626	0.000290374
594.56	0.1055	0.106234642	-0.000734642
594.6	0.1053	0.106239659	-0.000939659
594.64	0.10565	0.106244676	-0.000594676
594.68	0.10367	0.106249692	-0.002579692
594.72	0.11008	0.106254709	0.003825291
594.76	0.10922	0.106259725	0.002960275
594.8	0.10912	0.106264742	0.002855258
594.84	0.10545	0.106269759	-0.000819759
594.88	0.10275	0.106274775	-0.003524775
594.92	0.10285	0.106279792	-0.003429792
594.96	0.09995	0.106284808	-0.006334808
595	0.10647	0.106289825	0.000180175
595.04	0.10204	0.106294842	-0.004254842
595.08	0.1053	0.106299858	-0.000999858
595.12	0.10917	0.106304875	0.002865125
595.16	0.10479	0.106309891	-0.001519891
595.2	0.10469	0.106314908	-0.001624908
595.24	0.10377	0.106319925	-0.002549925
595.28	0.10906	0.106324941	0.002735059
595.32	0.10453	0.106329958	-0.001799958
595.36	0.11044	0.106334974	0.004105026
595.4	0.10275	0.106339991	-0.003589991
595.44	0.11329	0.106345008	0.006944992
595.48	0.11309	0.106350024	0.006739976
595.52	0.10367	0.106355041	-0.002685041
595.56	0.10453	0.106360057	-0.001830057
595.6	0.10769	0.106365074	0.001324926
595.64	0.10372	0.106370091	-0.002650091
595.68	0.1054	0.106375107	-0.000975107
595.72	0.10626	0.106380124	-0.000120124
595.76	0.09903	0.10638514	-0.00735514
595.8	0.09914	0.106390157	-0.007250157
595.84	0.10448	0.106395174	-0.001915174
595.88	0.10453	0.10640019	-0.00187019
595.92	0.1057	0.106405207	-0.000705207
595.96	0.10555	0.106410223	-0.000860223
596	0.10464	0.10641524	-0.00177524
596.04	0.10942	0.106420257	0.002999743
596.08	0.10927	0.106425273	0.002844727
596.12	0.11202	0.10643029	0.00558971
596.16	0.1111	0.106435306	0.004664694
596.2	0.10377	0.106440323	-0.002670323
596.24	0.1081	0.10644534	0.00165466
596.28	0.11039	0.106450356	0.003939644
596.32	0.111	0.106455373	0.004544627
596.36	0.10352	0.106460389	-0.002940389
