	m	t	
f	1.44177E-05	0.0906813	
			
			
X in nm	Y Signal 	f	y-f
577.96	0.09634	0.099014154	-0.002674154
578	0.09608	0.099014731	-0.002934731
578.04	0.09425	0.099015307	-0.004765307
578.08	0.1	0.099015884	0.000984116
578.12	0.09476	0.099016461	-0.004256461
578.16	0.09618	0.099017037	-0.002837037
578.2	0.09822	0.099017614	-0.000797614
578.24	0.09797	0.099018191	-0.001048191
578.28	0.10464	0.099018768	0.005621232
578.32	0.10443	0.099019344	0.005410656
578.36	0.10005	0.099019921	0.001030079
578.4	0.09903	0.099020498	9.50232E-06
578.44	0.10219	0.099021074	0.003168926
578.48	0.09888	0.099021651	-0.000141651
578.52	0.0969	0.099022228	-0.002122228
578.56	0.10097	0.099022805	0.001947195
578.6	0.10066	0.099023381	0.001636619
578.64	0.09695	0.099023958	-0.002073958
578.68	0.09878	0.099024535	-0.000244535
578.72	0.09318	0.099025111	-0.005845111
578.76	0.09522	0.099025688	-0.003805688
578.8	0.09817	0.099026265	-0.000856265
578.84	0.09435	0.099026841	-0.004676841
578.88	0.09435	0.099027418	-0.004677418
578.92	0.1027	0.099027995	0.003672005
578.96	0.10021	0.099028572	0.001181428
579	0.09333	0.099029148	-0.005699148
579.04	0.10005	0.099029725	0.001020275
579.08	0.10173	0.099030302	0.002699698
579.12	0.10117	0.099030878	0.002139122
579.16	0.09776	0.099031455	-0.001271455
579.2	0.09807	0.099032032	-0.000962032
579.24	0.10071	0.099032609	0.001677391
579.28	0.10005	0.099033185	0.001016815
579.32	0.09333	0.099033762	-0.005703762
579.36	0.09695	0.099034339	-0.002084339
579.4	0.09425	0.099034915	-0.004784915
579.44	0.09608	0.099035492	-0.002955492
579.48	0.09623	0.099036069	-0.002806069
579.52	0.09802	0.099036646	-0.001016646
579.56	0.10005	0.099037222	0.001012778
579.6	0.0943	0.099037799	-0.004737799
579.64	0.09618	0.099038376	-0.002858376
579.68	0.10061	0.099038952	0.001571048
579.72	0.1	0.099039529	0.000960471
579.76	0.1	0.099040106	0.000959894
579.8	0.0999	0.099040682	0.000859318
579.84	0.10183	0.099041259	0.002788741
579.88	0.09802	0.099041836	-0.001021836
579.92	0.09781	0.099042413	-0.001232413
579.96	0.10189	0.099042989	0.002847011
580	0.10178	0.099043566	0.002736434
580.04	0.0971	0.099044143	-0.001944143
580.08	0.09725	0.099044719	-0.001794719
580.12	0.10448	0.099045296	0.005434704
580.16	0.10642	0.099045873	0.007374127
580.2	0.10107	0.09904645	0.00202355
580.24	0.10204	0.099047026	0.002992974
580.28	0.09883	0.099047603	-0.000217603
580.32	0.09674	0.09904818	-0.00230818
580.36	0.09725	0.099048756	-0.001798756
580.4	0.09807	0.099049333	-0.000979333
580.44	0.09725	0.09904991	-0.00179991
580.48	0.09903	0.099050486	-2.04865E-05
580.52	0.09985	0.099051063	0.000798937
580.56	0.09812	0.09905164	-0.00093164
580.6	0.10194	0.099052217	0.002887783
580.64	0.09919	0.099052793	0.000137207
580.68	0.09893	0.09905337	-0.00012337
580.72	0.1027	0.099053947	0.003646053
580.76	0.09903	0.099054523	-2.45235E-05
580.8	0.0999	0.0990551	0.0008449
580.84	0.10372	0.099055677	0.004664323
580.88	0.1027	0.099056254	0.003643746
580.92	0.10173	0.09905683	0.00267317
580.96	0.10189	0.099057407	0.002832593
581	0.09802	0.099057984	-0.001037984
581.04	0.09613	0.09905856	-0.00292856
581.08	0.1	0.099059137	0.000940863
581.12	0.10021	0.099059714	0.001150286
581.16	0.10285	0.099060291	0.003789709
581.2	0.10097	0.099060867	0.001909133
581.24	0.10087	0.099061444	0.001808556
581.28	0.10066	0.099062021	0.001597979
581.32	0.10469	0.099062597	0.005627403
581.36	0.10382	0.099063174	0.004756826
581.4	0.10265	0.099063751	0.003586249
581.44	0.09985	0.099064327	0.000785673
581.48	0.09791	0.099064904	-0.001154904
581.52	0.10178	0.099065481	0.002714519
581.56	0.10189	0.099066058	0.002823942
581.6	0.10015	0.099066634	0.001083366
581.64	0.10173	0.099067211	0.002662789
581.68	0.10173	0.099067788	0.002662212
581.72	0.111	0.099068364	0.011931636
581.76	0.1027	0.099068941	0.003631059
581.8	0.10942	0.099069518	0.010350482
581.84	0.10912	0.099070095	0.010049905
581.88	0.1056	0.099070671	0.006529329
581.92	0.1056	0.099071248	0.006528752
581.96	0.09985	0.099071825	0.000778175
582	0.1001	0.099072401	0.001027599
582.04	0.10173	0.099072978	0.002657022
582.08	0.09807	0.099073555	-0.001003555
582.12	0.10306	0.099074132	0.003985868
582.16	0.1029	0.099074708	0.003825292
582.2	0.09924	0.099075285	0.000164715
582.24	0.10061	0.099075862	0.001534138
582.28	0.09613	0.099076438	-0.002946438
582.32	0.10097	0.099077015	0.001892985
582.36	0.09623	0.099077592	-0.002847592
582.4	0.09919	0.099078168	0.000111832
582.44	0.09924	0.099078745	0.000161255
582.48	0.10581	0.099079322	0.006730678
582.52	0.09491	0.099079899	-0.004169899
582.56	0.10015	0.099080475	0.001069525
582.6	0.1	0.099081052	0.000918948
582.64	0.10097	0.099081629	0.001888371
582.68	0.09797	0.099082205	-0.001112205
582.72	0.09817	0.099082782	-0.000912782
582.76	0.10189	0.099083359	0.002806641
582.8	0.09613	0.099083936	-0.002953936
582.84	0.09354	0.099084512	-0.005544512
582.88	0.09623	0.099085089	-0.002855089
582.92	0.09797	0.099085666	-0.001115666
582.96	0.10005	0.099086242	0.000963758
583	0.09822	0.099086819	-0.000866819
583.04	0.09802	0.099087396	-0.001067396
