Waveleght	Intensity	Error
611.88	0.12149	0.00042
611.92	0.12541	0.00044
611.95	0.13218	0.00036
612.0	0.1252	0.00034
612.04	0.12709	0.00058
612.07	0.12831	0.00041
612.12	0.12826	0.00041
612.16	0.12699	0.00036
612.19	0.1252	0.00034
612.24	0.13019	0.00044
612.28	0.13131	0.00034
612.31	0.13396	0.00034
612.36	0.12617	0.00046
612.4	0.12602	0.00032
612.43	0.12719	0.0004
612.48	0.12332	0.00023
612.52	0.13371	0.00042
612.56	0.12999	0.00044
612.6	0.12648	0.00048
612.64	0.13101	0.00031
612.68	0.13111	0.00051
612.72	0.12836	0.00041
612.76	0.12734	0.00034
612.8	0.12536	0.00033
612.84	0.12821	0.0006
612.88	0.12724	0.00047
612.92	0.13284	0.00047
612.95	0.13091	0.00034
613.0	0.13101	0.00038
613.04	0.12821	0.00051
613.07	0.13381	0.00056
613.12	0.12806	0.00023
613.16	0.12821	0.00033
613.19	0.13478	0.00031
613.24	0.12352	0.00053
613.28	0.12342	0.00027
613.31	0.13126	0.00051
613.36	0.13116	0.00048
613.4	0.1308	0.00034
613.43	0.13014	0.00053
613.48	0.12739	0.0004
613.52	0.12887	0.00041
613.56	0.12912	0.00015
613.6	0.13722	0.00039
613.64	0.12632	0.00041
613.68	0.13208	0.00066
613.72	0.13386	0.00041
613.76	0.12918	0.00038
613.8	0.1359	0.00034
613.84	0.13208	0.00053
613.88	0.13198	0.00056
613.92	0.13635	0.00051
613.95	0.13198	0.0004
614.0	0.13299	0.0004
614.04	0.13294	0.00041
614.07	0.12984	0.00034
614.12	0.13391	0.00025
614.16	0.13386	0.00034
614.19	0.13299	0.00033
614.24	0.13865	0.0005
614.28	0.13595	0.00047
614.31	0.13697	0.00052
614.36	0.12943	0.0004
614.4	0.13859	0.0006
614.43	0.13457	0.0005
614.48	0.13467	0.00051
614.52	0.13355	0.0002
614.56	0.14017	0.00031
614.6	0.14043	0.00023
614.64	0.14134	0.00036
614.68	0.14043	0.00046
614.72	0.14445	0.00038
614.76	0.14414	0.00052
614.8	0.13768	0.00027
614.84	0.13697	0.00025
614.88	0.14206	0.00047
614.92	0.1387	0.00048
614.95	0.14119	0.0005
615.0	0.14903	0.00038
615.04	0.14893	0.00032
615.07	0.13361	0.00036
615.12	0.14888	0.00048
615.16	0.14689	0.00032
615.19	0.14109	0.00052
615.24	0.14043	0.00046
615.28	0.14404	0.00041
615.31	0.15545	0.00038
615.36	0.1554	0.00033
615.4	0.15112	0.0004
615.43	0.14501	0.00033
615.48	0.14501	0.0004
615.52	0.147	0.00044
615.56	0.14781	0.00055
615.6	0.14786	0.00048
615.64	0.14796	0.00048
615.68	0.14521	0.0004
615.72	0.1554	0.0004
615.76	0.14338	0.0007
615.8	0.14705	0.00023
615.84	0.13661	0.00031
615.88	0.14404	0.00025
615.92	0.1471	0.00034
615.95	0.1471	0.00041
616.0	0.14588	0.00046
616.04	0.14516	0.00034
616.07	0.14323	0.00038
616.12	0.13737	0.00033
616.16	0.14058	0.00034
616.19	0.14211	0.00057
616.24	0.14226	0.00042
616.28	0.14043	0.0004
616.31	0.1443	0.00036
616.36	0.15097	2.77556e-17
616.4	0.14598	0.0005
616.43	0.14613	0.00041
616.48	0.13564	0.00042
616.52	0.13564	0.00048
616.56	0.14974	0.00041
616.6	0.14506	0.00047
616.64	0.13931	0.00058
616.68	0.14409	0.00034
616.72	0.14236	0.00042
616.76	0.13941	0.00051
616.8	0.13844	0.00057
616.84	0.13865	0.0002
616.88	0.14145	0.00051
616.92	0.13859	0.00033
616.95	0.14038	0.0002
617.0	0.14964	0.00025
617.04	0.14526	0.00044
617.07	0.14588	0.00046
617.12	0.14618	0.00076
617.16	0.14053	0.00047
617.19	0.14435	0.00039
617.24	0.15102	0.00036
617.28	0.1387	0.00048
617.31	0.14812	0.00052
617.36	0.14827	0.00046
617.4	0.14801	0.0005
617.43	0.15183	0.00033
617.48	0.14328	0.00042
617.52	0.14506	0.00025
617.56	0.13844	0.00041
617.6	0.14328	0.00015
617.64	0.15626	0.00041
617.68	0.1498	0.0004
617.72	0.14964	0.00041
617.76	0.14043	0.00033
617.8	0.13946	0.00025
617.84	0.14292	0.00038
617.88	0.14226	0.00036
617.92	0.13865	0.0002
617.95	0.15097	0.00051
618.0	0.15107	0.00038
618.04	0.14822	0.00061
618.07	0.14236	0.00053
618.12	0.14903	0.00031
618.16	0.14613	0.00025
618.19	0.14694	0.00036
618.24	0.14308	0.00025
618.28	0.14832	0.00031
618.31	0.14812	0.00041
618.36	0.14705	0.00051
618.4	0.1473	0.0005
618.43	0.15102	0.00048
618.48	0.16146	0.00041
618.52	0.14908	0.00046
618.56	0.15061	0.00046
618.6	0.15107	0.00038
618.64	0.15081	0.0004
618.68	0.15748	0.0005
618.72	0.14985	0.0005
618.76	0.1501	0.0004
618.8	0.14526	0.00038
618.84	0.15188	0.00038
618.88	0.15188	0.00038
618.92	0.14694	0.00015
618.95	0.15275	0.00041
619.0	0.14985	0.00031
619.04	0.15199	0.00051
619.07	0.15367	0.0004
619.12	0.15453	0.00032
619.16	0.15423	0.00052
619.19	0.15468	0.00051
619.24	0.15535	0.00034
619.28	0.1556	0.00036
619.31	0.15361	0.0005
619.36	0.15199	0.00051
619.4	0.15473	0.00034
619.43	0.14812	0.00041
619.48	0.14832	0.00031
619.52	0.1614	0.00025
619.56	0.14995	0.00032
619.6	0.15743	0.0004
619.64	0.15937	0.00025
619.68	0.15438	0.00046
619.72	0.1555	0.00042
619.76	0.1555	0.00042
619.8	0.15158	0.00055
619.84	0.16594	0.00034
619.88	0.16415	0.00058
619.92	0.16812	0.00046
619.95	0.16792	0.00033
620.0	0.16212	0.00036
620.04	0.17159	0.00052
620.07	0.17128	0.00036
620.12	0.18116	0.00033
620.16	0.17714	0.00034
620.19	0.17418	0.00034
620.24	0.1832	0.00033
620.28	0.17999	0.00039
620.31	0.18584	0.00034
620.36	0.18589	0.00034
620.4	0.19149	0.00047
620.43	0.18472	0.00046
620.48	0.19231	0.00031
620.52	0.19358	0.00046
620.56	0.20361	0.00034
620.6	0.19541	0.00033
620.64	0.19704	0.00034
620.68	0.19704	0.00041
620.72	0.20107	0.00034
620.76	0.19618	0.0005
620.8	0.21115	0.00031
620.84	0.19811	0.00041
620.88	0.19928	0.00062
620.92	0.21476	0.00046
620.95	0.21497	0.00033
621.0	0.20005	0.00047
621.04	0.19613	0.00046
621.07	0.20005	0.00041
621.12	0.19679	0.00056
621.16	0.18584	0.00034
621.19	0.18396	0.0005
621.24	0.18401	0.00053
621.28	0.18661	0.00046
621.31	0.19022	0.00042
621.36	0.18406	0.00032
621.4	0.17164	0.00057
621.43	0.17709	0.0004
621.48	0.18294	0.00044
621.52	0.17342	0.00042
621.56	0.17357	0.00047
621.6	0.16894	0.00033
621.64	0.17546	0.00036
621.68	0.17143	0.00044
621.72	0.1668	0.00048
621.76	0.17143	0.00038
621.8	0.16507	0.00033
621.84	0.16502	0.00057
621.88	0.16935	0.00015
621.92	0.15947	0.00056
621.95	0.15723	0.00033
622.0	0.16227	0.00038
622.04	0.16293	0.00034
622.07	0.1612	0.00027
622.12	0.17057	0.00047
622.16	0.17052	0.00041
622.19	0.16314	0.00036
622.24	0.15168	0.00052
622.28	0.17235	0.00032
622.31	0.15748	0.00038
622.36	0.15921	0.00038
622.4	0.14985	0.00055
622.43	0.14959	0.0004
622.48	0.16125	0.00044
622.52	0.16517	0.00058
622.56	0.17739	0.00027
622.6	0.1582	0.00031
622.64	0.16874	0.00042
622.68	0.16777	0.00039
622.72	0.16792	0.0004
622.76	0.16863	0.0004
