angel	 rel signal 	s (std. deviation)	angle ber
87.50999	0.97192	0.00059	66.38999
87.51899	0.96414	0.00056	66.39899
87.52799	0.95401	0.00073	66.40799
87.53699	0.94261	0.00053	66.41699
87.54599	0.93375	0.00087	66.42599
87.55499	0.91692	0.00045	66.43499
87.56399	0.88432	0.0007	66.44399
87.57299	0.85343	0.00087	66.45299
87.58199	0.72861	0.00162	66.46199
87.59099	0.04116	0.00485	66.47099
87.59999	0.04908	0.00724	66.47999
87.60899	0.00964	0.00597	66.48899
87.61799	0.04763	0.00838	66.49799
87.62699	0.04541	0.00932	66.50699
87.63599	0.00013	0.00413	66.51599
87.64499	0.04894	0.00749	66.52499
87.65399	0.04686	0.00864	66.53399
87.66299	0.04623	0.0091	66.54299
87.67199	0.04473	0.00984	66.55199
87.68099	0.04483	0.00981	66.56099
87.68999	0.04347	0.01021	66.56999
87.69899	0.03474	0.00253	66.57899
87.70799	0.0346	0.00288	66.58799
87.71699	0.03325	0.00415	66.59699
87.72599	0.03275	0.00542	66.60599
87.73499	0.03162	0.00562	66.61499
87.74399	0.03004	0.00721	66.62399
87.75299	0.03063	0.00704	66.63299
87.76199	0.0299	0.00732	66.64199
87.77099	0.02918	0.00754	66.65099
87.77999	0.02845	0.00811	66.65999
87.78899	0.02769	0.00845	66.66899
87.79799	0.02719	0.00846	66.67799
87.80699	0.02723	0.0083	66.68699
87.81599	0.02796	0.00829	66.69599
87.82499	0.0351	0.00252	66.70499
87.83399	0.03004	0.0076	66.71399
87.84299	0.74534	0.00077	66.72299
87.85199	0.84226	0.00061	66.73199
87.86099	0.8826	0.00069	66.74099
87.86999	0.90453	0.00087	66.74999
87.87899	0.92072	0.00056	66.75899
87.88799	0.93384	0.0008	66.76799
87.89699	0.94713	0.00073	66.77699
87.90599	0.95265	0.00093	66.78599
87.91499	0.96414	0.00048	66.79499
87.92399	0.97097	0.00089	66.80399
87.93299	0.9721	0.00045	66.81299
87.94199	0.97115	0.00057	66.82199
87.95099	0.97015	0.00069	66.83099
87.95999	0.96142	0.00069	66.83999
87.96899	0.95138	0.00066	66.84899
87.97799	0.94347	0.00072	66.85799
87.98699	0.92588	0.00083	66.86699
87.99599	0.91113	0.00092	66.87599
88.00499	0.88888	0.00061	66.88499
88.01399	0.85655	0.00071	66.89399
88.02299	0.64725	0.00374	66.90299
88.03199	0.03972	0.00782	66.91199
88.04099	0.03967	0.0086	66.92099
88.04999	0.04053	0.008	66.92999
88.05899	0.04143	0.00936	66.93899
88.06799	0.04193	0.0096	66.94799
88.07699	0.04216	0.00966	66.95699
88.08599	0.03456	0.00269	66.96599
88.09499	0.03424	0.00279	66.97499
88.10399	0.03483	0.0028	66.98399
88.11299	0.03474	0.00282	66.99299
88.12199	0.03537	0.00303	67.00199
88.13099	0.03596	0.00319	67.01099
88.13999	0.03451	0.00261	67.01999
88.14899	0.03474	0.00311	67.02899
88.15799	0.03474	0.00311	67.03799
88.16699	0.03488	0.0033	67.04699
88.17599	0.03456	0.00288	67.05599
88.18499	0.03492	0.00342	67.06499
88.19399	0.03646	0.00423	67.07399
88.20299	0.04464	0.00927	67.08299
88.21199	0.03804	0.00502	67.09199
88.22099	0.03886	0.00733	67.10099
88.22999	0.04587	0.00925	67.10999
88.23899	0.0474	0.00821	67.11899
88.24799	0.04207	0.00993	67.12799
88.25699	0.0474	0.00834	67.13699
88.26599	0.04804	0.00795	67.14599
88.27499	0.04383	0.01021	67.15499
88.28399	0.04311	0.01048	67.16399
88.29299	0.39386	0.00986	67.17299
88.30199	0.82643	0.00057	67.18199
88.31099	0.87337	0.00075	67.19099
88.31999	0.90064	0.00083	67.19999
88.32899	0.91801	0.00063	67.20899
88.33799	0.9271	0.00076	67.21799
88.34699	0.94008	0.00082	67.22699
88.35599	0.94921	0.00063	67.23599
88.36499	0.95487	0.0009	67.24499
88.37399	0.96459	0.00056	67.25399
88.38299	0.96861	0.00061	67.26299
88.39199	0.96454	0.00081	67.27199
88.40099	0.9645	0.00066	67.28099
88.40999	0.95536	0.00078	67.28999
88.41899	0.94813	0.00073	67.29899
88.42799	0.93375	0.00072	67.30799
88.43699	0.92004	0.00067	67.31699
88.44599	0.89797	0.00094	67.32599
88.45499	0.86464	0.0008	67.33499
88.46399	0.76122	0.0009	67.34399
88.47299	0.01855	0.00935	67.35299
88.48199	0.01624	0.00888	67.36199
88.49099	0.01475	0.00818	67.37099
88.49999	0.01254	0.0069	67.37999
88.50899	0.0138	0.00752	67.38899
88.51799	0.01217	0.00674	67.39799
88.52699	0.01303	0.00738	67.40699
88.53599	0.01579	0.00879	67.41599
88.54499	0.01737	0.0096	67.42499
88.55399	0.01977	0.00936	67.43399
88.56299	0.02154	0.00949	67.44299
88.57199	0.02393	0.0097	67.45199
88.58099	0.02447	0.00963	67.46099
88.58999	0.02701	0.00857	67.46999
88.59899	0.03447	0.00261	67.47899
88.60799	0.03429	0.00317	67.48799
88.61699	0.0347	0.0037	67.49699
88.62599	0.03732	0.00515	67.50599
88.63499	0.04035	0.00854	67.51499
88.64399	0.04369	0.01044	67.52399
88.65299	0.04437	0.01059	67.53299
88.66199	0.03614	0.00344	67.54199
88.67099	0.03782	0.00446	67.55099
88.67999	0.03994	0.00683	67.55999
88.68899	0.04356	0.00959	67.56899
88.69799	0.04455	0.01017	67.57799
88.70699	0.04437	0.00966	67.58699
88.71599	0.04437	0.00979	67.59599
88.72499	0.04464	0.00977	67.60499
88.73399	0.04446	0.00939	67.61399
88.74299	0.04501	0.00969	67.62299
88.75199	0.04428	0.00985	67.63199
88.76099	0.04451	0.01011	67.64099
88.76999	0.77515	0.00111	67.64999
88.77899	0.85366	0.0008	67.65899
88.78799	0.89381	0.00067	67.66799
88.79699	0.91394	0.00069	67.67699
88.80599	0.92864	0.00095	67.68599
88.81499	0.94103	0.00081	67.69499
88.82399	0.94655	0.00079	67.70399
88.83299	0.9583	0.00073	67.71299
88.84199	0.96463	0.00068	67.72199
88.85099	0.965	0.00073	67.73099
88.85999	0.96427	0.00088	67.73999
88.86899	0.9583	0.00068	67.74899
88.87799	0.95224	0.0011	67.75799
88.88699	0.94202	0.00079	67.76699
88.89599	0.93022	0.00094	67.77599
88.90499	0.91172	0.00081	67.78499
88.91399	0.88206	0.00078	67.79399
88.92299	0.84434	0.00079	67.80299
88.93199	0.12103	0.00359	67.81199
88.94099	0.04487	0.00543	67.82099
88.94999	0.04356	0.00505	67.82999
88.95899	0.04189	0.00449	67.83899
88.96799	0.04143	0.00433	67.84799
88.97699	0.04057	0.00437	67.85699
88.98599	0.03886	0.00462	67.86599
88.99499	0.03271	0.006	67.87499
89.00399	0.03108	0.00531	67.88399
89.01299	0.02918	0.00582	67.89299
89.02199	0.0266	0.00543	67.90199
89.03099	0.02669	0.00509	67.91099
89.03999	0.02502	0.0058	67.91999
89.04899	0.0299	0.00559	67.92899
89.05799	0.02841	0.00512	67.93799
89.06699	0.02741	0.00503	67.94699
89.07599	0.02628	0.00569	67.95599
89.08499	0.02542	0.00587	67.96499
89.09399	0.02466	0.00645	67.97399
89.10299	0.02312	0.00662	67.98299
89.11199	0.02031	0.00816	67.99199
89.12099	0.01674	0.00963	68.00099
89.12999	0.01507	0.00979	68.00999
89.13899	0.01312	0.00999	68.01899
89.14799	0.01199	0.00973	68.02799
89.15699	0.0105	0.00937	68.03699
89.16599	0.00892	0.00918	68.04599
89.17499	0.00765	0.00791	68.05499
89.18399	0.0015	0.00263	68.06399
89.19299	0.00358	0.00617	68.07299
89.20199	0.00236	0.00504	68.08199
89.21099	0.00085	0.00456	68.09099
89.21999	0.00225	0.00542	68.09999
89.22899	0.00469	0.00817	68.10899
89.23799	0.00051	0.00256	68.11799
89.24699	0.16245	0.00227	68.12699
89.25599	0.82186	0.00061	68.13599
89.26499	0.87364	0.00068	68.14499
89.27399	0.89707	0.0009	68.15399
89.28299	0.91588	0.00099	68.16299
89.29199	0.92493	0.00056	68.17199
89.30099	0.93859	0.0007	68.18099
89.30999	0.94944	0.00081	68.18999
89.31899	0.95319	0.00052	68.19899
89.32799	0.95853	0.00078	68.20799
89.33699	0.96156	0.00083	68.21699
89.34599	0.95686	0.00079	68.22599
89.35499	0.94817	0.00078	68.23499
89.36399	0.93922	0.00081	68.24399
89.37299	0.92665	0.00089	68.25299
89.38199	0.91064	0.00056	68.26199
89.39099	0.88296	0.00078	68.27099
89.39999	0.83014	0.00085	68.27999
89.40899	0.00076	0.00449	68.28899
89.41799	3.67E-05	0.00407	68.29799
89.42699	0.0046	0.00422	68.30699
89.43599	0.00239	0.00478	68.31599
89.44499	8.20E-05	0.00477	68.32499
89.45399	0.00049	0.00503	68.33399
89.46299	8.20E-05	0.00436	68.34299
89.47199	0.00159	0.0054	68.35199
89.48099	0.00421	0.00595	68.36099
89.48999	0.00661	0.00553	68.36999
89.49899	0.00856	0.00564	68.37899
89.50799	0.00905	0.00602	68.38799
89.51699	0.01073	0.00659	68.39699
89.52599	0.0124	0.00679	68.40599
89.53499	0.01466	0.00831	68.41499
89.54399	0.01769	0.00906	68.42399
89.55299	0.03013	0.00717	68.43299
89.56199	0.03063	0.00616	68.44199
89.57099	0.02267	0.00983	68.45099
89.57999	0.03415	0.00344	68.45999
89.58899	0.03402	0.00282	68.46899
89.59799	0.03465	0.00247	68.47799
89.60699	0.03424	0.00258	68.48699
89.61599	0.02732	0.00892	68.49599
89.62499	0.02741	0.00807	68.50499
89.63399	0.02773	0.00834	68.51399
89.64299	0.02972	0.00729	68.52299
89.65199	0.03108	0.00641	68.53199
89.66099	0.03212	0.00558	68.54099
89.66999	0.03225	0.00539	68.54999
89.67899	0.03298	0.00434	68.55899
89.68799	0.03352	0.00369	68.56799
89.69699	0.03316	0.00444	68.57699
89.70599	0.03375	0.00325	68.58599
89.71499	0.03393	0.00297	68.59499
89.72399	0.03379	0.00295	68.60399
89.73299	0.03338	0.00308	68.61299
89.74199	0.09389	0.00343	68.62199
89.75099	0.82331	0.00061	68.63099
89.75999	0.8802	0.00088	68.63999
89.76899	0.91181	0.00083	68.64899
89.77799	0.92814	0.00067	68.65799
89.78699	0.94383	0.00089	68.66699
89.79599	0.95315	0.00069	68.67599
89.80499	0.96002	0.00058	68.68499
89.81399	0.95541	0.00092	68.69399
89.82299	0.95812	0.0006	68.70299
89.83199	0.94908	0.00088	68.71199
89.84099	0.94198	0.00094	68.72099
89.84999	0.93158	0.0008	68.72999
89.85899	0.9124	0.00078	68.73899
89.86799	0.8821	0.00073	68.74799
89.87699	0.81815	0.00087	68.75699
89.88599	0.06382	0.00887	68.76599
89.89499	0.02796	0.00792	68.77499
89.90399	0.02922	0.00734	68.78399
89.91299	0.03008	0.00699	68.79299
89.92199	0.03085	0.00683	68.80199
89.93099	0.03017	0.00656	68.81099
89.93999	0.03433	0.00321	68.81999
89.94899	0.03225	0.00533	68.82899
89.95799	0.03528	0.00261	68.83799
89.96699	0.03537	0.00295	68.84699
89.97599	0.03492	0.00305	68.85599
89.98499	0.03465	0.00273	68.86499
89.99399	0.03388	0.0027	68.87399
90.00299	0.03171	0.00586	68.88299
90.01199	0.03072	0.00699	68.89199
