angel	 rel signal 	s (std. deviation)	angle ber
74.93699	0.95781	0.00056	53.81699
74.94599	0.95898	0.00073	53.82599
74.95499	0.95527	0.00073	53.83499
74.96399	0.96183	0.00107	53.84399
74.97299	0.95898	0.00088	53.85299
74.98199	0.95867	0.00097	53.86199
74.99099	0.95989	0.00088	53.87099
74.99999	0.95871	0.00075	53.87999
75.00899	0.96839	0.00067	53.88899
75.01799	0.96183	0.00081	53.89799
75.02699	0.97088	0.00091	53.90699
75.03599	0.9702	0.00073	53.91599
75.04499	0.96875	0.00072	53.92499
75.05399	0.97675	0.00109	53.93399
75.06299	0.97657	0.00086	53.94299
75.07199	0.97368	0.00079	53.95199
75.08099	0.97576	0.00099	53.96099
75.08999	0.97567	0.00076	53.96999
75.09899	0.97798	0.00088	53.97899
75.10799	0.97391	0.00078	53.98799
75.11699	0.97743	0.00126	53.99699
75.12599	0.97228	0.00069	54.00599
75.13499	0.96699	0.00066	54.01499
75.14399	0.97174	0.00059	54.02399
75.15299	0.96427	0.00078	54.03299
75.16199	0.96463	0.00073	54.04199
75.17099	0.9683	0.00082	54.05099
75.17999	0.96237	0.00091	54.05999
75.18899	0.9564	0.00091	54.06899
75.19799	0.95912	0.00081	54.07799
75.20699	0.95989	0.00061	54.08699
75.21599	0.95681	0.00096	54.09599
75.22499	0.95346	0.00088	54.10499
75.23399	0.95206	0.0008	54.11399
75.24299	0.95337	0.00059	54.12299
75.25199	0.94985	0.00067	54.13199
75.26099	0.95337	0.00072	54.14099
75.26999	0.95487	0.00081	54.14999
75.27899	0.95003	0.00066	54.15899
75.28799	0.9569	0.00075	54.16799
75.29699	0.95188	0.00065	54.17699
75.30599	0.95129	0.00083	54.18599
75.31499	0.95659	0.00069	54.19499
75.32399	0.9522	0.00067	54.20399
75.33299	0.956	0.00094	54.21299
75.34199	0.95491	0.00073	54.22199
75.35099	0.955	0.00082	54.23099
75.35999	0.95781	0.00048	54.23999
75.36899	0.95862	0.00077	54.24899
75.37799	0.96708	0.00113	54.25799
75.38699	0.96115	0.00073	54.26699
75.39599	0.96509	0.0005	54.27599
75.40499	0.97255	0.00088	54.28499
75.41399	0.97323	0.00099	54.29399
75.42299	0.96834	0.00075	54.30299
75.43199	0.97391	0.00088	54.31199
75.44099	0.9768	0.00094	54.32099
75.44999	0.96943	0.00085	54.32999
75.45899	0.97164	0.00073	54.33899
75.46799	0.97377	0.00069	54.34799
75.47699	0.96785	0.00059	54.35699
75.48599	0.96595	0.00085	54.36599
75.49499	0.96861	0.00073	54.37499
75.50399	0.9612	0.00064	54.38399
75.51299	0.9607	0.00061	54.39299
75.52199	0.96441	0.00078	54.40199
75.53099	0.9617	0.00101	54.41099
75.53999	0.95722	0.00053	54.41999
75.54899	0.96038	0.00069	54.42899
75.55799	0.9545	0.00072	54.43799
75.56699	0.95387	0.00056	54.44699
75.57599	0.95374	0.00039	54.45599
75.58499	0.95251	0.00072	54.46499
75.59399	0.95265	0.00088	54.47399
75.60299	0.95089	0.00112	54.48299
75.61199	0.95351	0.00045	54.49199
75.62099	0.9508	0.00067	54.50099
75.62999	0.95319	0.00059	54.50999
75.63899	0.95527	0.00093	54.51899
75.64799	0.95016	0.00046	54.52799
75.65699	0.95093	0.00072	54.53699
75.66599	0.95342	0.00101	54.54599
75.67499	0.95428	0.00077	54.55499
75.68399	0.95193	0.00094	54.56399
75.69299	0.95351	0.00067	54.57299
75.70199	0.95939	0.00107	54.58199
75.71099	0.95536	0.00073	54.59099
75.71999	0.95649	0.00054	54.59999
75.72899	0.96409	0.00102	54.60899
75.73799	0.96147	0.00099	54.61799
75.74699	0.96115	0.00073	54.62699
75.75599	0.96554	0.00102	54.63599
75.76499	0.96681	0.00097	54.64499
75.77399	0.96577	0.00067	54.65399
75.78299	0.96934	0.0007	54.66299
75.79199	0.97278	0.00068	54.67199
75.80099	0.96631	0.00072	54.68099
75.80999	0.96785	0.00072	54.68999
75.81899	0.97481	0.00088	54.69899
75.82799	0.96545	0.00071	54.70799
75.83699	0.96748	0.00073	54.71699
75.84599	0.96929	0.00078	54.72599
75.85499	0.96106	0.00096	54.73499
75.86399	0.95839	0.00085	54.74399
75.87299	0.96233	0.0009	54.75299
75.88199	0.96265	0.00078	54.76199
75.89099	0.95763	0.00088	54.77099
75.89999	0.95894	0.00088	54.77999
75.90899	0.95763	0.00045	54.78899
75.91799	0.95591	0.00087	54.79799
75.92699	0.95455	0.00066	54.80699
75.93599	0.95591	0.00066	54.81599
75.94499	0.95324	0.00073	54.82499
75.95399	0.95238	0.00085	54.83399
75.96299	0.95423	0.00086	54.84299
75.97199	0.95066	0.00082	54.85199
75.98099	0.95034	0.0007	54.86099
75.98999	0.95175	0.00097	54.86999
75.99899	0.95297	0.00063	54.87899
76.00799	0.95075	0.00088	54.88799
76.01699	0.95125	0.00076	54.89699
76.02599	0.95315	0.00094	54.90599
76.03499	0.95129	0.00061	54.91499
76.04399	0.95333	0.00095	54.92399
76.05299	0.95573	0.00067	54.93299
76.06199	0.95369	0.00099	54.94199
76.07099	0.95631	0.00083	54.95099
76.07999	0.9598	0.00101	54.95999
76.08899	0.95785	0.00058	54.96899
76.09799	0.9598	0.00078	54.97799
76.10699	0.95993	0.00072	54.98699
76.11599	0.96314	0.00059	54.99599
76.12499	0.96246	0.00066	55.00499
76.13399	0.96812	0.00077	55.01399
76.14299	0.97074	0.00061	55.02299
76.15199	0.9683	0.00059	55.03199
76.16099	0.96848	0.00073	55.04099
76.16999	0.9711	0.00088	55.04999
76.17899	0.96549	0.0008	55.05899
76.18799	0.96762	0.00075	55.06799
76.19699	0.96685	0.00075	55.07699
76.20599	0.96459	0.00063	55.08599
76.21499	0.96138	0.00073	55.09499
76.22399	0.9635	0.00093	55.10399
76.23299	0.96142	0.00085	55.11299
76.24199	0.95916	0.00085	55.12199
76.25099	0.95907	0.00087	55.13099
76.25999	0.96056	0.00065	55.13999
76.26899	0.95541	0.00083	55.14899
76.27799	0.95419	0.00075	55.15799
76.28699	0.95618	0.00073	55.16699
76.29599	0.9536	0.0006	55.17599
76.30499	0.95387	0.00103	55.18499
76.31399	0.95387	0.00094	55.19399
76.32299	0.95297	0.00075	55.20299
76.33199	0.95428	0.00077	55.21199
76.34099	0.95333	0.00086	55.22099
76.34999	0.95419	0.00103	55.22999
76.35899	0.95324	0.00061	55.23899
76.36799	0.95288	0.00113	55.24799
76.37699	0.95328	0.00075	55.25699
76.38599	0.95206	0.00099	55.26599
76.39499	0.95423	0.00071	55.27499
76.40399	0.95378	0.00054	55.28399
76.41299	0.95469	0.00089	55.29299
76.42199	0.95559	0.00102	55.30199
76.43099	0.95758	0.00095	55.31099
76.43999	0.95708	0.00097	55.31999
76.44899	0.95853	0.00078	55.32899
76.45799	0.95885	0.00066	55.33799
76.46699	0.96418	0.00076	55.34699
76.47599	0.96174	0.0006	55.35599
76.48499	0.96432	0.00061	55.36499
76.49399	0.96771	0.00084	55.37399
76.50299	0.97106	0.00085	55.38299
76.51199	0.96735	0.00073	55.39199
76.52099	0.96816	0.00095	55.40099
76.52999	0.96943	0.00069	55.40999
76.53899	0.96852	0.00075	55.41899
76.54799	0.96911	0.00063	55.42799
76.55699	0.96662	0.00099	55.43699
76.56599	0.96341	0.00083	55.44599
76.57499	0.96233	0.0008	55.45499
76.58399	0.96459	0.00056	55.46399
76.59299	0.96183	0.00071	55.47299
76.60199	0.96043	0.00059	55.48199
76.61099	0.96165	0.00116	55.49099
76.61999	0.95907	0.00082	55.49999
76.62899	0.96093	0.00081	55.50899
76.63799	0.95758	0.00057	55.51799
76.64699	0.95975	0.0006	55.52699
76.65599	0.95735	0.00056	55.53599
76.66499	0.95903	0.00097	55.54499
76.67399	0.95857	0.00063	55.55399
76.68299	0.95794	0.00072	55.56299
76.69199	0.95496	0.00094	55.57199
76.70099	0.95722	0.0006	55.58099
76.70999	0.95573	0.00093	55.58999
76.71899	0.95392	0.00083	55.59899
76.72799	0.95726	0.00092	55.60799
76.73699	0.95812	0.00066	55.61699
76.74599	0.95582	0.00078	55.62599
76.75499	0.95663	0.00083	55.63499
76.76399	0.95826	0.00094	55.64399
76.77299	0.95989	0.00088	55.65299
76.78199	0.95677	0.00085	55.66199
76.79099	0.9602	0.0008	55.67099
76.79999	0.95989	0.00061	55.67999
76.80899	0.96287	0.00104	55.68899
76.81799	0.96197	0.001	55.69799
76.82699	0.9616	0.00093	55.70699
76.83599	0.9621	0.00099	55.71599
76.84499	0.96536	0.00078	55.72499
76.85399	0.96848	0.00097	55.73399
76.86299	0.96776	0.00103	55.74299
76.87199	0.96735	0.00061	55.75199
76.88099	0.97083	0.00072	55.76099
76.88999	0.96857	0.00059	55.76999
76.89899	0.96595	0.00099	55.77899
76.90799	0.96925	0.0008	55.78799
76.91699	0.9683	0.00052	55.79699
76.92599	0.96558	0.00066	55.80599
76.93499	0.96468	0.00059	55.81499
76.94399	0.96803	0.00097	55.82399
76.95299	0.96414	0.00069	55.83299
76.96199	0.96346	0.00078	55.84199
76.97099	0.96441	0.00067	55.85099
76.97999	0.96111	0.00085	55.85999
76.98899	0.96228	0.00073	55.86899
76.99799	0.96197	0.00087	55.87799
77.00699	0.96165	0.00097	55.88699
77.01599	0.96061	0.00052	55.89599
77.02499	0.96287	0.00077	55.90499
77.03399	0.96088	0.00087	55.91399
77.04299	0.96115	0.00067	55.92299
77.05199	0.96025	0.00053	55.93199
77.06099	0.96142	0.00069	55.94099
77.06999	0.96138	0.00117	55.94999
77.07899	0.95753	0.00073	55.95899
77.08799	0.96011	0.00079	55.96799
77.09699	0.95952	0.00096	55.97699
77.10599	0.95998	0.00072	55.98599
77.11499	0.96052	0.0008	55.99499
77.12399	0.95821	0.00065	56.00399
77.13299	0.95817	0.00077	56.01299
77.14199	0.96219	0.00085	56.02199
77.15099	0.96034	0.00067	56.03099
77.15999	0.96124	0.00073	56.03999
77.16899	0.96504	0.00048	56.04899
77.17799	0.96477	0.00061	56.05799
77.18699	0.96536	0.00066	56.06699
77.19599	0.97137	0.00069	56.07599
77.20499	0.97106	0.00094	56.08499
77.21399	0.97504	0.00065	56.09399
77.22299	0.96984	0.00078	56.10299
77.23199	0.97472	0.00061	56.11199
77.24099	0.9725	0.00054	56.12099
77.24999	0.97477	0.0009	56.12999
77.25899	0.97463	0.00052	56.13899
77.26799	0.97219	0.00043	56.14799
77.27699	0.9702	0.00067	56.15699
77.28599	0.97327	0.00066	56.16599
77.29499	0.97183	0.00056	56.17499
77.30399	0.96744	0.00094	56.18399
77.31299	0.96821	0.00075	56.19299
77.32199	0.9697	0.00078	56.20199
77.33099	0.96762	0.00069	56.21099
77.33999	0.96672	0.0009	56.21999
77.34899	0.96776	0.00103	56.22899
77.35799	0.96441	0.00053	56.23799
77.36699	0.96753	0.00111	56.24699
77.37599	0.96672	0.0009	56.25599
77.38499	0.96482	0.00076	56.26499
77.39399	0.96305	0.00073	56.27399
77.40299	0.96708	0.00101	56.28299
77.41199	0.96323	0.00075	56.29199
77.42099	0.96369	0.00094	56.30099
77.42999	0.96482	0.00057	56.30999
77.43899	0.96391	0.00076	56.31899
77.44799	0.96477	0.00073	56.32799
77.45699	0.96274	0.00076	56.33699
77.46599	0.96427	0.00066	56.34599
77.47499	0.96337	0.00078	56.35499
77.48399	0.96346	0.00078	56.36399
77.49299	0.96346	0.00061	56.37299
77.50199	0.96237	0.00086	56.38199
77.51099	0.96287	0.00072	56.39099
77.51999	0.96491	0.0008	56.39999
77.52899	0.96418	0.00076	56.40899
77.53799	0.96798	0.00093	56.41799
77.54699	0.96744	0.00069	56.42699
77.55599	0.96776	0.00056	56.43599
77.56499	0.96812	0.00059	56.44499
77.57399	0.97237	0.00082	56.45399
77.58299	0.97445	0.00066	56.46299
77.59199	0.97372	0.00087	56.47199
77.60099	0.97513	0.00066	56.48099
77.60999	0.97811	0.00071	56.48999
77.61899	0.97368	0.00089	56.49899
77.62799	0.97671	0.00072	56.50799
77.63699	0.97653	0.00093	56.51699
77.64599	0.97241	0.00066	56.52599
77.65499	0.97472	0.00073	56.53499
77.66399	0.97422	0.00088	56.54399
77.67299	0.97119	0.00061	56.55299
77.68199	0.97187	0.00061	56.56199
77.69099	0.97164	0.00045	56.57099
77.69999	0.97241	0.00044	56.57999
77.70899	0.96952	0.00068	56.58899
77.71799	0.9688	0.00078	56.59799
77.72699	0.97047	0.00063	56.60699
77.73599	0.96794	0.00073	56.61599
77.74499	0.96988	0.00066	56.62499
77.75399	0.96984	0.00078	56.63399
77.76299	0.96622	0.00078	56.64299
77.77199	0.96708	0.00083	56.65199
77.78099	0.96821	0.00063	56.66099
77.78999	0.96848	0.00061	56.66999
77.79899	0.96504	0.00056	56.67899
77.80799	0.96545	0.00071	56.68799
77.81699	0.96635	0.00076	56.69699
77.82599	0.96414	0.00056	56.70599
77.83499	0.9673	0.00085	56.71499
77.84399	0.96712	0.00073	56.72399
77.85299	0.96662	0.00081	56.73299
77.86199	0.96473	0.00063	56.74199
77.87099	0.96757	0.00088	56.75099
77.87999	0.96676	0.00082	56.75999
77.88899	0.96536	0.00066	56.76899
77.89799	0.9692	0.00077	56.77799
77.90699	0.9706	0.00083	56.78699
77.91599	0.97273	0.0008	56.79599
77.92499	0.97268	0.00076	56.80499
77.93399	0.97603	0.00072	56.81399
77.94299	0.97671	0.00077	56.82299
77.95199	0.97947	0.00084	56.83199
77.96099	0.97997	0.0009	56.84099
77.96999	0.97825	0.00043	56.84999
77.97899	0.98083	0.00071	56.85899
77.98799	0.97969	0.00078	56.86799
77.99699	0.9778	0.00059	56.87699
78.00599	0.97657	0.00095	56.88599
78.01499	0.97852	0.00077	56.89499
78.02399	0.97571	0.00073	56.90399
78.03299	0.97621	0.00088	56.91299
78.04199	0.97486	0.0008	56.92199
78.05099	0.97463	0.00077	56.93099
78.05999	0.97219	0.00066	56.93999
78.06899	0.97119	0.00078	56.94899
78.07799	0.97246	0.00101	56.95799
78.08699	0.97192	0.00043	56.96699
78.09599	0.97174	0.00066	56.97599
78.10499	0.97137	0.00063	56.98499
78.11399	0.97128	0.00066	56.99399
78.12299	0.97106	0.0008	57.00299
78.13199	0.96984	0.00073	57.01199
78.14099	0.97092	0.0008	57.02099
78.14999	0.96771	0.00073	57.02999
78.15899	0.96816	0.0005	57.03899
78.16799	0.96929	0.00073	57.04799
78.17699	0.96848	0.00093	57.05699
78.18599	0.9659	0.00061	57.06599
78.19499	0.96866	0.00094	57.07499
78.20399	0.96825	0.00068	57.08399
78.21299	0.96694	0.00122	57.09299
78.22199	0.96943	0.00085	57.10199
78.23099	0.96789	0.00072	57.11099
78.23999	0.96997	0.00071	57.11999
78.24899	0.96785	0.00059	57.12899
78.25799	0.96947	0.00077	57.13799
78.26699	0.9688	0.00072	57.14699
78.27599	0.97201	0.00053	57.15599
78.28499	0.973	0.00083	57.16499
78.29399	0.97268	0.00076	57.17399
78.30299	0.97594	0.00065	57.18299
78.31199	0.9778	0.00059	57.19199
78.32099	0.97852	0.00052	57.20099
78.32999	0.97834	0.00053	57.20999
78.33899	0.98205	0.00078	57.21899
78.34799	0.98001	0.00054	57.22799
78.35699	0.98263	0.00081	57.23699
78.36599	0.97947	0.00073	57.24599
78.37499	0.97893	0.0006	57.25499
78.38399	0.97793	0.00054	57.26399
78.39299	0.97856	0.00068	57.27299
78.40199	0.97838	0.00057	57.28199
78.41099	0.97703	0.00078	57.29099
78.41999	0.97734	0.00066	57.29999
78.42899	0.97653	0.00088	57.30899
78.43799	0.97445	0.00087	57.31799
78.44699	0.97164	0.00061	57.32699
78.45599	0.97427	0.00088	57.33599
78.46499	0.97377	0.00075	57.34499
78.47399	0.9716	0.00073	57.35399
78.48299	0.97241	0.00053	57.36299
78.49199	0.9721	0.00053	57.37199
78.50099	0.97006	0.00084	57.38099
78.50999	0.9716	0.00067	57.38999
78.51899	0.97196	0.00056	57.39899
78.52799	0.97169	0.00072	57.40799
78.53699	0.96956	0.00069	57.41699
78.54599	0.97033	0.00085	57.42599
78.55499	0.96916	0.00061	57.43499
78.56399	0.96789	0.00066	57.44399
78.57299	0.97042	0.00068	57.45299
78.58199	0.96866	0.00063	57.46199
78.59099	0.96812	0.00082	57.47099
78.59999	0.96979	0.00083	57.47999
78.60899	0.96866	0.00069	57.48899
78.61799	0.96947	0.00077	57.49799
78.62699	0.97002	0.00056	57.50699
78.63599	0.97029	0.00073	57.51599
78.64499	0.97033	0.0008	57.52499
78.65399	0.97282	0.00059	57.53399
78.66299	0.9725	0.00073	57.54299
78.67199	0.97562	0.00078	57.55199
78.68099	0.97599	0.00092	57.56099
78.68999	0.97951	0.0009	57.56999
78.69899	0.97893	0.00053	57.57899
78.70799	0.98277	0.00087	57.58799
78.71699	0.983	0.00075	57.59699
78.72599	0.98123	0.00087	57.60599
78.73499	0.98173	0.00086	57.61499
78.74399	0.98164	0.00097	57.62399
78.75299	0.97997	0.00103	57.63299
78.76199	0.97983	0.00044	57.64199
78.77099	0.97906	0.00063	57.65099
78.77999	0.97784	0.00053	57.65999
78.78899	0.97635	0.00075	57.66899
78.79799	0.97798	0.00067	57.67799
78.80699	0.97571	0.00067	57.68699
78.81599	0.97571	0.00053	57.69599
78.82499	0.97463	0.00087	57.70499
78.83399	0.97413	0.00071	57.71399
78.84299	0.97336	0.00093	57.72299
78.85199	0.97282	0.00082	57.73199
78.86099	0.97237	0.00059	57.74099
78.86999	0.9706	0.00101	57.74999
78.87899	0.97169	0.00053	57.75899
78.88799	0.97137	0.00056	57.76799
78.89699	0.9697	0.00078	57.77699
78.90599	0.96965	0.001	57.78599
78.91499	0.97002	0.0009	57.79499
78.92399	0.96929	0.00078	57.80399
78.93299	0.96902	0.00087	57.81299
78.94199	0.96965	0.00077	57.82199
78.95099	0.97002	0.00069	57.83099
78.95999	0.96821	0.00056	57.83999
78.96899	0.96744	0.00063	57.84899
78.97799	0.96984	0.00083	57.85799
78.98699	0.96789	0.00072	57.86699
78.99599	0.96866	0.00056	57.87599
79.00499	0.97101	0.00087	57.88499
79.01399	0.96965	0.00087	57.89399
79.02299	0.97115	0.00076	57.90299
79.03199	0.97246	0.00061	57.91199
79.04099	0.97237	0.00087	57.92099
79.04999	0.97309	0.00077	57.92999
79.05899	0.97685	0.00081	57.93899
79.06799	0.97626	0.00082	57.94799
79.07699	0.98006	0.00077	57.95699
79.08599	0.9806	0.00073	57.96599
79.09499	0.9825	0.00067	57.97499
79.10399	0.98263	0.00071	57.98399
79.11299	0.98426	0.00073	57.99299
79.12199	0.98318	0.0005	58.00199
79.13099	0.98286	0.00061	58.01099
79.13999	0.97933	0.00061	58.01999
79.14899	0.98064	0.00093	58.02899
79.15799	0.97929	0.00076	58.03799
79.16699	0.97811	0.00076	58.04699
79.17599	0.97748	0.00086	58.05599
79.18499	0.97666	0.00075	58.06499
79.19399	0.97553	0.00052	58.07399
79.20299	0.97436	0.00073	58.08299
79.21199	0.97436	0.00078	58.09199
79.22099	0.97192	0.00052	58.10099
79.22999	0.97228	0.00069	58.10999
79.23899	0.97237	0.00082	58.11899
79.24799	0.97119	0.00083	58.12799
79.25699	0.96993	0.00077	58.13699
79.26599	0.97088	0.00091	58.14599
79.27499	0.97033	0.00056	58.15499
79.28399	0.97024	0.00081	58.16399
79.29299	0.9706	0.00044	58.17299
79.30199	0.96965	0.00082	58.18199
79.31099	0.9692	0.00082	58.19099
79.31999	0.97011	0.001	58.19999
79.32899	0.96984	0.00045	58.20899
79.33799	0.96961	0.00076	58.21799
79.34699	0.96893	0.00073	58.22699
79.35599	0.96916	0.00084	58.23599
79.36499	0.9678	0.00071	58.24499
79.37399	0.96816	0.00076	58.25399
79.38299	0.96898	0.00078	58.26299
79.39199	0.96907	0.00058	58.27199
79.40099	0.96816	0.00065	58.28099
79.40999	0.96902	0.00082	58.28999
79.41899	0.97119	0.00061	58.29899
79.42799	0.97088	0.00076	58.30799
79.43699	0.97422	0.0006	58.31699
79.44599	0.97675	0.00061	58.32599
79.45499	0.97694	0.00078	58.33499
79.46399	0.98024	0.00093	58.34399
79.47299	0.98254	0.0006	58.35299
79.48199	0.98182	0.00102	58.36199
79.49099	0.98182	0.00084	58.37099
79.49999	0.98345	0.00066	58.37999
79.50899	0.98232	0.00072	58.38899
79.51799	0.98105	0.00088	58.39799
79.52699	0.97988	0.00087	58.40699
79.53599	0.97947	0.00079	58.41599
79.54499	0.97838	0.00057	58.42499
79.55399	0.97712	0.00097	58.43399
79.56299	0.97626	0.00066	58.44299
79.57199	0.97427	0.00073	58.45199
79.58099	0.97499	0.00063	58.46099
79.58999	0.97323	0.00095	58.46999
79.59899	0.97232	0.00071	58.47899
79.60799	0.97142	0.00065	58.48799
79.61699	0.97183	0.00075	58.49699
79.62599	0.96934	0.00081	58.50599
79.63499	0.97047	0.0008	58.51499
79.64399	0.97038	0.00072	58.52399
79.65299	0.9692	0.00072	58.53299
79.66199	0.9688	0.00083	58.54199
79.67099	0.96875	0.00059	58.55099
79.67999	0.96821	0.00085	58.55999
79.68899	0.96803	0.00061	58.56899
79.69799	0.96712	0.00083	58.57799
79.70699	0.96753	0.00064	58.58699
79.71599	0.96635	0.00099	58.59599
79.72499	0.96785	0.00082	58.60499
79.73399	0.96703	0.00073	58.61399
79.74299	0.96563	0.0009	58.62299
79.75199	0.96721	0.00115	58.63199
79.76099	0.96789	0.00078	58.64099
79.76999	0.96717	0.00097	58.64999
79.77899	0.96938	0.00073	58.65899
79.78799	0.96929	0.00097	58.66799
79.79699	0.96997	0.00086	58.67699
79.80599	0.97124	0.00069	58.68599
79.81499	0.97318	0.00107	58.69499
79.82399	0.97535	0.00059	58.70399
79.83299	0.9759	0.00085	58.71299
79.84199	0.97974	0.00073	58.72199
79.85099	0.98182	0.00079	58.73099
79.85999	0.98064	0.00083	58.73999
79.86899	0.98295	0.00061	58.74899
79.87799	0.98327	0.00066	58.75799
79.88699	0.98073	0.00097	58.76699
79.89599	0.98218	0.00093	58.77599
79.90499	0.98064	0.00097	58.78499
79.91399	0.9796	0.00066	58.79399
79.92299	0.97712	0.00078	58.80299
79.93199	0.97571	0.00078	58.81199
79.94099	0.97391	0.00073	58.82099
79.94999	0.97382	0.00088	58.82999
79.95899	0.97241	0.00078	58.83899
79.96799	0.97011	0.00077	58.84799
79.97699	0.9697	0.00097	58.85699
79.98599	0.96961	0.00095	58.86599
79.99499	0.96807	0.0006	58.87499
80.00399	0.96644	0.00073	58.88399
80.01299	0.96599	0.00076	58.89299
80.02199	0.9659	0.00054	58.90199
80.03099	0.965	0.00068	58.91099
80.03999	0.96581	0.0008	58.91999
80.04899	0.96509	0.00058	58.92899
80.05799	0.96296	0.00101	58.93799
80.06699	0.96427	0.00097	58.94699
80.07599	0.96522	0.00073	58.95599
80.08499	0.96373	0.00079	58.96499
80.09399	0.96396	0.00073	58.97399
80.10299	0.96558	0.00066	58.98299
80.11199	0.96445	0.00066	58.99199
80.12099	0.96672	0.0008	59.00099
80.12999	0.96563	0.00063	59.00999
80.13899	0.96653	0.00085	59.01899
80.14799	0.96536	0.00088	59.02799
80.15699	0.96726	0.00086	59.03699
80.16599	0.96938	0.00093	59.04599
80.17499	0.96911	0.0009	59.05499
80.18399	0.97056	0.00072	59.06399
80.19299	0.97305	0.00069	59.07299
80.20199	0.97499	0.00056	59.08199
80.21099	0.97716	0.00066	59.09099
80.21999	0.98001	0.00084	59.09999
80.22899	0.98141	0.00072	59.10899
80.23799	0.98033	0.00082	59.11799
80.24699	0.98227	0.00081	59.12699
80.25599	0.983	0.00056	59.13599
80.26499	0.98006	0.00087	59.14499
80.27399	0.97893	0.00078	59.15399
80.28299	0.97906	0.0008	59.16299
80.29199	0.97662	0.00073	59.17199
80.30099	0.9754	0.00095	59.18099
80.30999	0.97477	0.0004	59.18999
80.31899	0.97223	0.00061	59.19899
80.32799	0.97092	0.0008	59.20799
80.33699	0.97164	0.00073	59.21699
80.34599	0.96812	0.00072	59.22599
80.35499	0.96934	0.00064	59.23499
80.36399	0.96563	0.0008	59.24399
80.37299	0.96495	0.00059	59.25299
80.38199	0.96527	0.00078	59.26199
80.39099	0.96409	0.00079	59.27099
80.39999	0.9631	0.00069	59.27999
80.40899	0.96066	0.00078	59.28899
80.41799	0.96174	0.00101	59.29799
80.42699	0.96179	0.00082	59.30699
80.43599	0.9621	0.0007	59.31599
80.44499	0.96174	0.00078	59.32499
80.45399	0.96215	0.00078	59.33399
80.46299	0.9617	0.00083	59.34299
80.47199	0.96002	0.00065	59.35199
80.48099	0.96255	0.00078	59.36099
80.48999	0.96405	0.00072	59.36999
80.49899	0.96147	0.00071	59.37899
80.50799	0.96414	0.00069	59.38799
80.51699	0.96509	0.00058	59.39699
80.52599	0.96436	0.00061	59.40599
80.53499	0.96753	0.0007	59.41499
80.54399	0.96898	0.00078	59.42399
80.55299	0.96848	0.00073	59.43299
80.56199	0.97259	0.00083	59.44199
80.57099	0.97458	0.00061	59.45099
80.57999	0.97739	0.0008	59.45999
80.58899	0.97974	0.00078	59.46899
80.59799	0.98218	0.00084	59.47799
80.60699	0.9839	0.0008	59.48699
80.61599	0.98309	0.00068	59.49599
80.62499	0.98449	0.0009	59.50499
80.63399	0.98327	0.0006	59.51399
80.64299	0.98078	0.00082	59.52299
80.65199	0.97879	0.00067	59.53199
80.66099	0.97852	0.00077	59.54099
80.66999	0.97517	0.00073	59.54999
80.67899	0.97214	0.00063	59.55899
80.68799	0.97183	0.00069	59.56799
80.69699	0.96997	0.00081	59.57699
80.70599	0.96626	0.00066	59.58599
80.71499	0.96653	0.00069	59.59499
80.72399	0.96568	0.00067	59.60399
80.73299	0.96246	0.00083	59.61299
80.74199	0.96011	0.00068	59.62199
80.75099	0.96138	0.00097	59.63099
80.75999	0.95989	0.00061	59.63999
80.76899	0.95867	0.00073	59.64899
80.77799	0.95907	0.00077	59.65799
80.78699	0.95812	0.00053	59.66699
80.79599	0.95586	0.0008	59.67599
80.80499	0.9564	0.00095	59.68499
80.81399	0.95826	0.00069	59.69399
80.82299	0.95554	0.00085	59.70299
80.83199	0.95758	0.0007	59.71199
80.84099	0.95749	0.00056	59.72099
80.84999	0.95668	0.00081	59.72999
80.85899	0.95758	0.0005	59.73899
80.86799	0.95903	0.00078	59.74799
80.87699	0.95989	0.00093	59.75699
80.88599	0.96002	0.00095	59.76599
80.89499	0.96251	0.00078	59.77499
80.90399	0.96305	0.00073	59.78399
80.91299	0.96265	0.00083	59.79299
80.92199	0.9659	0.00109	59.80199
80.93099	0.96739	0.00082	59.81099
80.93999	0.96843	0.00064	59.81999
80.94899	0.97119	0.00073	59.82899
80.95799	0.97508	0.00082	59.83799
80.96699	0.97675	0.00073	59.84699
80.97599	0.98042	0.00099	59.85599
80.98499	0.98187	0.00082	59.86499
80.99399	0.98123	0.00082	59.87399
81.00299	0.98114	0.00088	59.88299
81.01199	0.97838	0.0009	59.89199
81.02099	0.97852	0.00087	59.90099
81.02999	0.97431	0.00078	59.90999
81.03899	0.974	0.00092	59.91899
81.04799	0.97246	0.00061	59.92799
81.05699	0.9683	0.00066	59.93699
81.06599	0.96762	0.00107	59.94599
81.07499	0.96445	0.0006	59.95499
81.08399	0.96255	0.00078	59.96399
81.09299	0.95989	0.00083	59.97299
81.10199	0.95839	0.00099	59.98199
81.11099	0.95735	0.00056	59.99099
81.11999	0.95419	0.0008	59.99999
81.12899	0.95233	0.00093	60.00899
81.13799	0.95021	0.00059	60.01799
81.14699	0.94962	0.00061	60.02699
81.15599	0.94899	0.00073	60.03599
81.16499	0.94867	0.00066	60.04499
81.17399	0.9474	0.00085	60.05399
81.18299	0.94804	0.00083	60.06299
81.19199	0.94786	0.0008	60.07199
81.20099	0.94813	0.00088	60.08099
81.20999	0.94876	0.00075	60.08999
81.21899	0.94894	0.00078	60.09899
